transliteration,translation,source_file,norm
um-ma Kà-ah-šu-na-ma a-šar-ma qá-at-kà lá ta-áš-qú-lu a-na 6 GÍN KÙ.BABBAR 12 GÍN KÙ.BABBAR lá ta-ša-qal,"Kahšuna continued: ""If you did not pay your share will you not pay 12 shekels of silver for the 6 shekels of silver?""",akkadian-translation.csv,umma kaahsunama asarma qaatka la taasqulu ana 6 gin kubabbar 12 gin kubabbar la tasaqal
um-ma Ka-ah-su-na-ma a-sar-ma qa-at-ka la ta-as-qu-lu a-na 6 GiN KU.BABBAR 12 GiN KU.BABBAR la ta-sa-qal,"KahSuna continued: ""If you did not pay your share will you not pay 12 shekels of silver for the 6 shekels of silver?""",akkadian-translation.csv,umma kaahsunama asarma qaatka la taasqulu ana 6 gin kubabbar 12 gin kubabbar la tasaqal
um-ma Kà-ah-šu-na-ma mì-ma qá-at-kà lá ta-áš-qú-ul,"Kahšuna said: ""You did not pay any of your share!""",akkadian-translation.csv,umma kaahsunama mima qaatka la taasquul
um-ma Ka-ah-su-na-ma mi-ma qa-at-ka la ta-as-qu-ul,"KahSuna said: ""You did not pay any of your share!""",akkadian-translation.csv,umma kaahsunama mima qaatka la taasquul
um-ma [kà-ru-um Kà-ni-iš-ma] a-na ú-bar-[tim] ša Ku-bu-ur-[na-at] qí-bi-ma,From the Kanesh colony to the trading station at Kuburnat:,akkadian-translation.csv,umma karuum kaniisma ana ubartim sa kubuurnaat qibima
um-ma kà-ru-um kà-ni-iš-ma a-na ú-bar-tim ša ku-bu-ur-na-at qí-bi-ma,Thus (says) the Karum of Kanesh: speak to the trading station at Kuburnat.,phucthaiv02_oa_sentences.csv,umma karuum kaniisma ana ubartim sa kubuurnaat qibima
um-ma La-ma-sí-ma a-na En-nam-A-šùr ù A-la-hi-im qí-bi-ma,From Lamass‰ to Ennam-Aššur and Aliahum:,akkadian-translation.csv,umma lamasima ana ennamasur u alahiim qibima
um-ma lá-ma-sí-ma a-na en-nam-a-šur ú a-lá-ḫi-im qí-bi₄-ma,From Lamassī to Ennam-Aššur and Ali-ahum:,phucthaiv02_oa_sentences.csv,umma lamasima ana ennamasur u alahiim qibima
um-ma Li-ba-a-ma a-ša-qá-lá-kum,"Libbªya said: ""I will pay you.""",akkadian-translation.csv,umma libaama asaqalakum
um-ma Li-ba-a-ma a-sa-qa-la-kum,"Libbaya said: ""I will pay you.""",akkadian-translation.csv,umma libaama asaqalakum
um-ma Ma-ma-hi-ir-ma Dan-A-šur A-lá-hu-um ù šu-Ištar-ma a-na En-um-A-šur qí-bi-ma,"From Man-mahir, Dan-Aššur, Al-ahum and šu-Ištar to Ennam-Aššur:",akkadian-translation.csv,umma mamahiirma danasur alahuum u suistarma ana enumasur qibima
um-ma ma-ma-ḫi-ir-ma dan-a-šur a-lá-ḫu-um ù šu-IŠTAR-ma a-na en-um-a-šur qí-bi-ma,"From Man-mahir, Dan-Aššur, Ali-ahum and Šu-Ištar to Ennam-Aššur:",phucthaiv02_oa_sentences.csv,umma mamahiirma danasur alahuum u suistarma ana enumasur qibima
um-ma Na-hi-iš-tum-ma a-na En-um-A-šùr,From Nahištum to Ennam-Aššur:,akkadian-translation.csv,umma nahiistumma ana enumasur
um-ma na-ḫi-iš-tum-ma a-na en-um-a-šùr,Thus says Nahištum: To Ennum-Aššur.,phucthaiv02_oa_sentences.csv,umma nahiistumma ana enumasur
[um]-ma Puzur4-Ištar-ma,Thus says Puzur-Ištar.,akkadian-translation.csv,umma puzur4istarma
um-ma Puzur4-Ištar-ma,Puzur-Ištar answered:,akkadian-translation.csv,umma puzur4istarma
um-ma Puzur—A-šur-ma,Thus (speaks) Puzur-Ag'šur :,akkadian-translation.csv,umma puzurasurma
um-ma PUZUR₄-a-šur-ma,Puzur-Aššur answered:,phucthaiv02_oa_sentences.csv,umma puzurasurma
um-ma ša-lim-A-šùr-ma,šalim-Aššur said:,akkadian-translation.csv,umma salimasurma
um-ma Ša-lim-A-šùr-ma,Thus says Shalim-Ashur:,akkadian-translation.csv,umma salimasurma
um-ma ša-lim-A-šùr-ma a-na A-lá-[hi-im] šé-ep-Ištar ù A-šùr-kà-ší-id qí-bi-ma,"From šalim-Aššur to Ali-ahum, š®p-Ištar and Aššur-kªšid:",akkadian-translation.csv,umma salimasurma ana alahiim seepistar u asurkasiid qibima
um-ma ša-lim-a-šùr-ma a-na a-lá-ḫi-im šé-ep-IŠTAR ù a-šùr-kà-ší-id qí-bi-ma,"Thus says Šalim-Aššur to Ali-ahum, Šēp-Ištar and Aššur-kāšid:",phucthaiv02_oa_sentences.csv,umma salimasurma ana alahiim seepistar u asurkasiid qibima
um-ma ša-lim-A-šùr-ma a-na A-šùr-iš-tí-kál En-na-nim En-um-A-šùr DUMU Ú-zu-a ù En-um-A-šùr qí-bi-ma,"From šalim-Aššur to Aššuriš-tikal, Ennªnum, Ennam-Aššur son of Uzuwa and Ennam-Aššur:",akkadian-translation.csv,umma salimasurma ana asuristikal ennanim enumasur dumu uzua u enumasur qibima
um-ma ša-lim-a-šùr-ma a-na a-šùr-iš-tí-kál en-na-nim en-um-a-šùr DUMU ú-zu-a ù en-um-a-šùr qí-bi-ma,"From Šalim-Aššur to Aššuriš-tikal, Ennānum, Ennam-Aššur son of Uzuwa and Ennam-Aššur:",phucthaiv02_oa_sentences.csv,umma salimasurma ana asuristikal ennanim enumasur dumu uzua u enumasur qibima
um-ma ša-lim-A-šur-ma a-na En-nam-A-šur ù A-lá-hi-im qí-bi-ma,From šalim-Aššur to Ennam-Aššur and Ali-ahum:,akkadian-translation.csv,umma salimasurma ana ennamasur u alahiim qibima
um-ma ša-lim-a-šur-ma a-na en-nam-a-šur ú a-lá-ḫi-im qí-bi-ma,"From Šalim-Aššur to Ennam-Aššur and Ali-ahum, say:",phucthaiv02_oa_sentences.csv,umma salimasurma ana ennamasur u alahiim qibima
um-ma ša-lim-A-šur-ma a-šar : ÌR : a-na ÌR-dí-kà lá i-tù-ru!-ú : ma-a a-na ÌR-dí-a : i-tù-wa-ar,"and šalim-Aššur said: ”In case the slave does not raise claim against your slave, then, will he raise claims against my slave?”",akkadian-translation.csv,umma salimasurma asar ir ana irdika la ituruu maa ana irdia ituwaar
um-ma ša-lim-a-šur-ma a-šar ÌR a-na ÌR-dí-kà lá i-tù-ru-ú ma-a a-na ÌR-dí-a i-tù-wa-ar,"Šalim-Aššur said: ""Since the slave does not claim against your slave, will he then claim against my slave?""",phucthaiv02_oa_sentences.csv,umma salimasurma asar ir ana irdika la ituruu maa ana irdia ituwaar
um-ma [ša-lim-A-š]ur-ma dí-ik-ma-am ù nu-ra-am ú-ma-li,šalim-Aššur said: “I have paid in ashes(?) and light.”,akkadian-translation.csv,umma salimasurma diikmaam u nuraam umali
um-ma ša-lim-a-šur-ma dí-ik-ma-am ú nu-ra-am ú-ma-li,Šalim-Aššur said: 'I have paid in ashes(?) and light.',phucthaiv02_oa_sentences.csv,umma salimasurma diikmaam u nuraam umali
um-ma ša-lim-A-šur-ma Ha-bu-ra-ta-/i-am tal-qé,šalim-Aššur said: “Did you take copper from Haburat?”,akkadian-translation.csv,umma salimasurma haburataiam talqe
um-ma ša-lim-a-šur-ma ha-bu-ra-ta-i-am tal-qé,"Šalim-Aššur said: ""Did you take copper from Haburat?""",phucthaiv02_oa_sentences.csv,umma salimasurma haburataiam talqe
um-ma ša-lim-A-šùr-ma ú-lá a-kà-lá-ma ta-al-qé,"šalim-Aššur said: “I hold nothing, yet you have taken it.”",akkadian-translation.csv,umma salimasurma ula akalama taalqe
um-ma ša-lim-a-šùr-ma ú-lá a-kà-lá-ma ta-al-qé,"Šalim-Aššur said: ""I hold nothing, yet you have taken it.""",phucthaiv02_oa_sentences.csv,umma salimasurma ula akalama taalqe
um-ma šu-Be-lúm-ma,and šu-B®lum said:,akkadian-translation.csv,umma subelumma
um-ma šu-bé-lúm-ma,Šu-Bēlum said:,phucthaiv02_oa_sentences.csv,umma subelumma
um-ma šu-Be-lúm-ma 3 ma-na URUDU SIG5 qá-tí-i áš-qúl,"šu-B®lum said: ""I paid my share of three minas of copper of good quality.""",akkadian-translation.csv,umma subelumma 3 mana urudu sig5 qatii asqul
um-ma Su-Be-lum-ma 3 ma-na URUDU SIG5 qa-ti-i as-qul,"Su-Belum said: ""I paid my share of three minas of copper of good quality.""",akkadian-translation.csv,umma subelumma 3 mana urudu sig5 qatii asqul
um-ma šu-Be-lúm-ma a-na lu-qú-tim ša É A-šùr-be-el-a-wa-tim a-na-ku : a-šé-e-kà,šu-B®lum said: “I sue you for the goods from Aššur-b®l-awªtim’s house.”,akkadian-translation.csv,umma subelumma ana luqutim sa e asurbeelawatim anaku aseeka
um-ma šu-be-lúm-ma a-na lu-qú-tim ša É a-šùr-be-el-a-wa-tim a-na-ku a-šé-e-kà,Šu-Bēlum said: 'I sue you for the goods from Aššur-bēl-awātim's house.',phucthaiv02_oa_sentences.csv,umma subelumma ana luqutim sa e asurbeelawatim anaku aseeka
um-ma šu-Be-lúm-ma ke-na al-qé,"šu-B®lum answered: “Yes, I took it.”",akkadian-translation.csv,umma subelumma kena alqe
um-ma šu-be-lúm-ma ke-na al-qé,"Šu-Bēlum answered: ""Yes, I took it.""",phucthaiv02_oa_sentences.csv,umma subelumma kena alqe
um-ma šu-Be-lúm-ma : ke-na ša ÌR-dí-a : A-bu-ša-lim al-qé,"šu-B®lum answered: “Yes, I have taken what belongs to my slave Abu-šalim.”",akkadian-translation.csv,umma subelumma kena sa irdia abusalim alqe
um-ma šu-be-lúm-ma ke-na ša ÌR-dí-a a-bu-ša-lim al-qé,"Šu-Bēlum answered: ""Yes, I have taken what belongs to my slave Abu-šalim.""",phucthaiv02_oa_sentences.csv,umma subelumma kena sa irdia abusalim alqe
um-ma šu-Be-lúm-ma : šu-ma a-na ku-a-im : i-tù-a-ar a-na TÚG.HI.A ù ANšE.HI.A a-za-za-kum,"šu-B®lum answered: ”If he raises claim against yours, then I guarantee for the textiles and the donkey for you.”",akkadian-translation.csv,umma subelumma suma ana kuaim ituaar ana tughia u ansehia azazakum
um-ma šu-be-lúm-ma šu-ma a-na ku-a-im i-tù-a-ar a-na TÚG.ḪI.A ù ANŠE.ḪI.A a-za-za-kum,"Šu-Bēlum answered: ""If he claims against yours, then I guarantee the textiles and the donkey for you.""",phucthaiv02_oa_sentences.csv,umma subelumma suma ana kuaim ituaar ana tughia u ansehia azazakum
um-ma šu-Ištar-ma,šu-Ištar said:,akkadian-translation.csv,umma suistarma
um-ma šu-IŠTAR-ma,thus Šu-Ištar:,phucthaiv02_oa_sentences.csv,umma suistarma
um-ma šu-nu-ma šu-pu-ur-ma me-er-ú a-we-lim li-li-ku-ni-/ma a-li ús-ma-at-ni a-ta-ma mì-li-ik,"They said: “Write so that the man’s sons come here, and then you yourself decide what is fitting.”",akkadian-translation.csv,umma sunuma supuurma meeru awelim lilikunima ali usmaatni atama miliik
um-ma šu-nu-ma šu-pu-ur-ma me-er-ú a-we-lim li-li-ku-ni-ma a-li ús-ma-at-ni a-ta-ma mì-li-ik,"They said: Write so that the man's sons come here, and then you yourself decide what is fitting.",phucthaiv02_oa_sentences.csv,umma sunuma supuurma meeru awelim lilikunima ali usmaatni atama miliik
um-ma šu-nu-ma : tup-pu-um : šu-um-šu ú-lá ha-ri-im,"They answered: ""No tablet at all was certified.""",akkadian-translation.csv,umma sunuma tuppuum suumsu ula hariim
um-ma šu-nu-ma ṭup-pu-um šu-um-šu ú-lá ha-ri-im,They answered: 'No tablet at all was certified.',phucthaiv02_oa_sentences.csv,umma sunuma tuppuum suumsu ula hariim
um-ma šu-u[t]-/ma,He said:,akkadian-translation.csv,umma suutma
um-ma šu-ut-ma,but he replied,akkadian-translation.csv,umma suutma
um-ma šu-ut-ma a-na E-lá-lí a-lá-ak,saying: ‘I am going to ElalÈ’”.,akkadian-translation.csv,umma suutma ana elali alaak
um-ma šu-ut-ma a-na e-lá-lí a-lá-ak,He said: 'I am going to Elalī.',phucthaiv02_oa_sentences.csv,umma suutma ana elali alaak
um-ma su-ut-ma ki-ma a-na di-tim is-pu-ra-ni-ni,"Thus he (spoke): 'Accordingly, as he sent me to a lawsuit—'.",akkadian-translation.csv,umma suutma kima ana ditim ispuranini
um-ma šu-ut-ma ki-ma a-na dí-tim iš-pu-ra-ni-ni,"he said: ""He just sent me to a lawsuit!""",akkadian-translation.csv,umma suutma kima ana ditim ispuranini
um-ma wa-ak-lúm-ma a-na kà-ri-im Kà-ni-iš qí-bí-ma,From the King to the Kanesh colony,akkadian-translation.csv,umma waaklumma ana kariim kaniis qibima
um-ma wa-ak-lúm-ma a-na kà-ri-im Kà-ni-iš qí-bi-ma,Thus says the overseer: speak to the colony of Kanish.,akkadian-translation.csv,umma waaklumma ana kariim kaniis qibima
um-ma wa-ak-lúm-ma a-na kà-ri-im kà-ni-iški qí-bi-ma,"Thus (said) the ruler, speak to the Kanesh colony:",akkadian-translation.csv,umma waaklumma ana kariim kaniiski qibima
um-ma wa-ak-lúm-ma a-na kà-ri-im Kà-ni-iški qí-bí-ma,From the waklum to the Kanesh colony:,akkadian-translation.csv,umma waaklumma ana kariim kaniiski qibima
[x x (x) k]à tù-kà lá ta-ša-/kán lá ú-ša-ra-ší,You will not place ... and I shall not release her.,akkadian-translation.csv,x x x ka tuka la tasakan la usarasi
x x x kà tù-kà lá ta-ša-kán lá ú-ša-ra-ši,You will not place ... and I shall not release her.,phucthaiv02_oa_sentences.csv,x x x ka tuka la tasakan la usarasi
