tablet_id,transliteration,translation
264. Kt 91/k 310 (1-167-91),"um-ma ṭu-lí-ma a-na Sà-ak-ta-a qí-bi₄-ma a-hi a-ta e-eb-ri a-ta a-na a-mì-ú-tim ú-lá a-da-ga-al ku-a-tí : a-da-ga-lá-ku-um a-ta 1 <GÍN> KÙ.B. ta-qí-ša-šu ra-ki-sú-ma Zi-ki ú ṭu-Ku-ba-am ú-ma-kál : lá i-bi₄-tu(m) Šù-ur-da-šu-nu 6 GÍN KÙ.B. šé-bi₄-/lam ŠÀ.BA + GÍN dí-in-ma ša-⌈x-x⌉*-am : ta-š[a-/a]m 1/6 GÍN a-m[u]-uš-(á-tim dí-in-ma ku-nu-uk-ma ṭu-Ku-bu-um e-ri-ú-ma lá tù-š[é-ba]-lam? li-ší-am KÙ.B. šé-bi₄-lam li-bi₄ lá tù-lá-ma-an šé-bi₄-lam van der Toorn, Family Religion Babylonia,","Thus šuli, say to Saktēyaš ŠPlease, my brother, my friend, I do not look at the others there, I only look at youš You must bind him contractually for every shekel of silver you donated to him and as for Ziki and šu-K)bum, they must not stay overnight one single day, send them (here). Send me 6 shekels of silver and make + shekel of it available so that she/you can buy wool?. Give 1/6 shekel for combs and put it under seal and do not send? šu-K)bum here empty-handed, let him bring it to me. Send me silver, do not disappoint me, send it to meš” Syria and Israel (Leiden-Boston 1996), 125. On p. 77"
265. Kt 91/k 404 (1-258-91),a-na Sú-ú-a-a ù E/n-um-/A-šur KIŠIB A-šur-i-dí,To S)aya and Ennam-AŠšur. Seal of AŠšur-id'.
266. Kt 91/k 297 (1-154-91),a-na LUGAL-Sú-in qí-bi₄-ma um-ma A-šùr-GAL-ma TÚG pá-ra-kà-nu-kà ú ší-tí Ì.GIŠ a-na-kam a-dí-niʾ(IN) : i-ba-ší-ú ša ki-ma ša-zu-za-tí-kà a-mì-ša-am i-ta-al-ku-nim a-na-kam ni-ki-iš-/tum₁₀ ša kà-ri-im ša ki-ma a-na nu-a-im : mì-ma ší-mì-im ma-ma-an lá i-du-nu : + ma-na 1 GÍN KÙ.B. ku-nu-ki-ni : DÙG-'í-lá-A-šùr na-áš-a-kum a-hi a-/ta té-er-ta-kà a-ni-tum lá a-ni-tum li-li-/kam KÙ.B. 1 GÍN lá a-kà-al,"Say to šarra-Suen, thus says AŠšur-rabi: ŠYour parakannu-textiles and and the rest of the oil are still available here. Your representativesʾ have left to go there. Here a decision by the colony is in force that nobody shall sell anything at all to the Anatolian. -ēb-(illi-AŠšur is on his way to you with 21 shekels of silver. Please my brother, send me a message telling me yes or no. I will not consume a single shekel of silverš”"
267. Kt 91/k 547,Ha-nu ù {d}UTU-ba-ni iz-ku-ú-ma um-ma {d}UTU-ba-/ni-ma a-na Ha-nu 4 ma-na / ù 10 GÍN ša a-na DAM.GÀR [h]a-bu-lá-ni-ni mì-ma i-na [l]i-bi₄-a lá-šu tám-kà-ra-/am [ša]-bi-ma Šup-pì–ni [šé]-'í-ma a-dí ni-na-mu-/ru [i-na x x]*-tí-ma [x x li]-ib-ší <um>-ma Ha-nu-ma [a-n]a {d}UTU-ba-ni-ma [x x⌉* a-ma-tim ša ba-re-/ni [ki-m]a a-na Zu-ku-a - ma-/na [K]Ù.B. ha-bu-lá-ni-ni ⌈x⌉ x* a-ma-tim dí-in-ma KÙ.B. ša-bi₄-ma Šup-pì-ni šé-'í-/ma li-dí-ma qá-tám + ma-/na li-dí-in : ki-iš-da-tí-a a-ša ki-ma i-a-tí dí-in šu-ma [x] ku-ta-ni ta x AK?* ša ki-ma i-a-tí li-dí-nu-ni-kum [ x x ] ZA [x x x] I[GI] A-lá-⌈hi-im⌉,"Hanu and šamaš-bēni cleared accounts and šamaš-bēni said to Hanu: ŠAs for the 4 minas and 10 shekels we owe to the creditor, I do not owe (him) anything. Satisfy the creditor and obtain our debt-note and until we meet it must remain in ............” Hanu answered šamaš-bēni: “[As for the ...] slave-girls, our joint property, since we owe to Zukua . mina of silver, sell .....the slave-girls and pay the silver, obtain our debt-note and let him deposit it and give +? mina as share. What accrues to me you must give to my representatives. If [you need?] kutšnu-textiles, let my representatives give them to you. .................” In the presence of Ali-ahum"
268. Kt 91/k 550 (1-403-91),um-ma ⌈Puzur₄⌉-A-na ù A-šur-ra-bi-ma a-na ṭu-Be-lim qí-bi-ma ki-ma a-ta ta-ta-al-ku wa-ar-ki-<kà>-ma 1+ ma-na 3 GÍN KÙ.KI pá-šál-lam SIG₅ a-ni-qí ša ta-mu-ru A-šur-ma-lik DUMU Èr-ra-a ù {d}IŠKUR-'ú-lu-li a-'é-ri-kà a-na Kà-ni-iš i-tab-ku [1/3?] ma-na 2 G[ÍN] [KÙ. KI?] a-šu-mì-⌈šu-nu⌉ I-tur₄-DINGIR tal-qe É kà-ri-im a-na ta-ú-ri-kà i-zi-zu-ma ni-im-hu-ur-šu-nu-ma 18 GÍN KÙ.B. ša-du-a-at-/kà ni-dí 8 GÍN.TA 13 )ʾ GÍN KÙ.GI ší-im KÙ.KI 1) ma-na 6 / ) GÍN KÙ.GI-'í : *ù ší?-tí KÙ.GI-'í-kà - ma-na / 5) GÍN KÙ.GI pá-ša-lum{x}(LAM) iš-tí A-šur-ra-bi i-ba-ší ⌈a-na-kam⌉ šu-ul-mu-um i-ba-ší a- *⌈x x⌉-GA šu-up-ra am-/ma *⌈x x x⌉-a-šu a-Kà-ni-iš lu-bi₄-il₅ ú-ul a-mì-ša-am lu-šé-bi₄-lá-kum 30 ma-na AN.NA a-na I-tur₄-DINGIR mì-ma lá tù-šé- [ [ba-lam].,"Thus Puzur-Anna and AŠšur-rabi, say to šu-BŠlum: ŠAs soon as you had gone, after your departure, the 1 mina 23 shekels of fine quality pašallu-gold in the shape of rings, which you had spotted, AŠšur-mēlik, son of Erraya, and Adad-(ul)l' have shipped to you, to Kanesh. In their name It)r-il' took [ +?] mina 2 shekels of [gold?]. When the colonial office took steps to make you come back, we appealed to them and deposited 18 shekels of silver, the šaddu’tu-tax you owe. 13* shekels of gold at a rate of 8 shekels to 1 (yields) as price of the of the gold 1 mina 36* shekels Šof silver), It is my gold and the rest of your gold, 45* shekels of pašallu-gold, is with AŠšur-rabi. Peace reigns here. Write to [PN], that he may bring his ...... to Kanesh or send it to you over there. By no means send 30 minas of tin to It)r-il'š”"
269. Kt 91/k 372 (1-229-91),a-na ṭu-A-šùr ù Du-ma-na qí-bí-ma um-ma I-ku-pí-a-ma ⌈2⌉ TÚG tí-sà-bu ša A-al-⌈DÙG⌉ [x] ni-ib-ra-ru SIG₅ [x] ší-it-ru [ŠÀ].BA 1 TÚG ší-it-ru-um [š]a ik-ri-bi [š]a Sú-in ú {d}UTU [Du]-ma-na [na-á]š-a-ku-u[m] a-hi a-ta i-na ša-ha-at Du-ma-na i-zi-iz-/ma iš-tí na ku-sú-⌈x⌉* lu-ša-⌈ri-ID/DA-x⌉* i-hi-id-ma i-n[a] ší-mì-šu-nu KÙ.B. ⌈SIG₅⌉ DIRI e-pu-uš a-dí sà-ah-ra-ku KÙ.B. li-im-qú-/tá-am a-hi a-ta ší-im ší-it-re ša ik-ri-bi [iš-tí] a-li-ki-im pá-ni-[ma] šé-bi-lam,"To šu-AŠšur and Dumana say, thus Ik)n-p'ya: “2 tisšbu-textiles of āl-ṣēb [x] nibršru of good quality, [x] scarfs, one of which belongs to temple-funds of Šthe gods) Suen and šamaš, Dumana is bringing you Please, my brother, assist Dumana and ................. let him ................ and take care to get as payment for them silver of extra good quality. The silver must arrive with me while I am staying here. Please, my brother, send me the price that the scarfs of the temple-fund yield with the first caravan.”"
270. Kt 91/k 415,a-na ṭu-A-šur Ma-nu-kà-a-bi₄-a ù Ì-lí-⌈pì-ú-'ur⌉ qí-bi-ma um-ma A-bu-ša-lim 1 ma-na KÙ.B. ù 4) ⌈GÍN⌉ GUŠKIN ma-li-⌈a-am⌉ Ma-⌈nu-kà⌉-bi₄-a na-ášʾ-a-ku-/nu-tí a-h[u]-ú-a a-⌈tù-nu⌉ i-na ša-am-⌈ší-im/ma?⌉*(erasure?) Ma-⌈nu-kà⌉-bi₄-a e-⌈ra-ba⌉-ni pí-ri-kà-ni ša-ma-nim-ma iš-tí pá-nim-ma šé-bi-lá-nim a-na ṭu-A-šur qí-bi-ma ší-im GUŠKIN me-eh-ra-tim i-dí-ma pí-ri-kà-ni ša-ma-nim : a-ta i-na ší-im GUŠKIN KÙ.B.-áp-kà le-qé : gi₄-mì-lam i-'é-ri-a šu-ku-un ù a-na-ku ga-ma-al-kà ⌈a⌉-le-e šu-ma am-tum [-x-e⌉-ma? té-ri-iš-kà [dí]-ši-ma ù té-er-ta-kà [l]i-li-kà-ma KÙ.B. lu-šé-bi₄-lá-kum,"To šu-AŠšur, Mannu-k'-abiya and Il'-p'-u(ur, say, thus Abu-šalim: “1 mina of silver and 4* shekels of full quality? gold Mannu-k'-abiya is bringing to you. Please, my brothers, buy on the very day Mannu-k'-abiya arrives in town pirikannu-textiles and send them to me with the first opportunity. Say to šu-Anum: ‘Make the equivalent of the yield of the gold available by buying pirikannu-textiles for me’. You yourself must take your silver from the yield of the gold. Do me this favor and Šknow that) I too can do you a favorš If the maid asks ........... from you, give it her and let a report from you come here then I will send you the silver Šfor it).”"
271. Kt 91/k 539,a-na Ú-na-áp-šé qí-bi₄-ma um-ma Áb-du-a-ta-ma ṭu-A-nu[m] [x] x] ša š[a]/l[i] [x x] x ID i-[ x x x] ša a-ki-ri a-x [ x x (x) at-wu ú-um šu x [x D]U-ú ta x x KÙ.B.-pì-šu ša ba-áb-/tim ša i-Ma-ma NÌ.KA-sé ta-sí-a-ni TÚG.HI.A a-ha-/ma a-ša iq-bi₄-a-ku-ni šé/í-s/'í-ma TÚG.HI.A a-ší-mì-im lu ni-dí-šu-nu-ma ú KÙ.B.-pì ku-ta-ni iš-tù ta-'í-ru-šu pu-šu ší (IŠ)-me-ma šu-ma iš-tí-kà a-na a-hu-/tim ta-šé-e-šu mì-ma a-wa-tám ša i-pì-šu ta-ša-me-ú SIG₅.SIG₅-ma i-(ù-pì-im lu-up-ta-ma i-[n]a pu-úz-ri-im šé-bi₄-lá-am um-ma Ab-du-ma šu-m[a] a-bi₄ a-ta a-le-e a-wi-lá-am ga-ma-lá-am mì-ma ša ta-ša-pá-ra-ni [l]e-pu-uš a-ma-kam a-na a-wa-tí-/a i-zi-iz-ma lu ga-am-lá-ku Šup-pá-am a-na DUB.SAR ša šu-bi₄-ri-a-ta-am i-ša-me-ú dí-ma li-iš-ta-sí,"Say to Unapše, this is what Abduata says: “šu-Anum ........ who ................. ................. ................. ................. ..... of his silver of outstanding claims, about which you settled accounts for me in Mamma. Separately, call for / obtain the textiles according to what he promised you, so that we can sell the textiles. And also, as concerns my silver for the kutšnu-textiles, after you have fixed the price for him, listen to what he has to say and if you aim at him establishing brotherhood with you, then write every word your hear from his mouth, if it is positive / carefully for me on a tablet and send it me secretly. Abdu says/said: ‘Please, my father, I can do a man a favor, I will do whatever you will write me. Over there, stand up for my case and let me enjoy (your) favorš’ The tablet you must give to a scribe who understands šubarian so that he can read it.”"
272. Kt 91/k 467 (1-320-91),[um-ma ....................-ma] [a-na ............-A-š]ùr [ù ṭ]u-ma-bi-a-/ma [qi-bi-m]a a-ba-ú-a [a-tù-nu] be-lu-a a-tù-nu {d}UTUŠi ⌈ih-d⌉a-ma i-na [š]a ṭu-ma-bi-a e-ra-ba-ni [t]a-ma-la-ke-a pì-tí-a-ma [(u]p-pá-am ša Zu-ba [a]-na ṭu-ma-bi-a [pí]-iq-dá-ma lu-šé-tí-qá-am ù i-na Šup-pí-im pá-qá-dí-im Šup-pu-um a-šu-mì Zu-ba GÁN-/lam le-tí-qá-am a-dí a-ni-tim iš-tù ša-na-at sá-ah-ra-ku-ma a-na a-lím{ki} [a-lá-ka]m lá a-le a-wi-lu-um [ x x x x w]a-ar-kà-at [x x x x x] ⌈a⌉-na qá-/té [x x x x x] x-an* [x x x x x x] x* [x x x x x] be [x x] [x x x x x ṭu-m]a-bi₄-a [x x x].HI.A ta-[x x x x] [x x l]i-dí-na-a[m x x],"[Thus .....................] s[ay to ............]-AŠšur [and] šumi-abiya: ŠPlease, my fathers, my lords, take care to open, the very day šumi-abiya arrives, my tablet boxes and entrust the tablet of Zuba to šumi-abiya to bring it across. And when you entrust the tablet (declare) that the tablet has to go overland in the name of Zuba. Because of this I am staying here now for a year and I could not go to the City. The man .............. after .............. to the hands of ......................... ......................... ......................... ............... šumi-abiya .......................... ..... he must give to me ....”"
273. Kt 91/k 545 (1-398-91),a-[na x x x q]í-bi₄-ma [um-ma {d}]IŠKUR-DÙL-ma a-na-kam-ma ú-na-hi-id-kà um-ma a-na-ku-ma šu-ma mì-ma pá-zu-ur-tí x x (x)* lá e-ru-ba-am na-áš-pá-ar-ta-kà a-na A-šur-na-da li-li-ik 2 GÚ AN.NA 10 TÚG dam-qú-tim a-na 'é-ri-kà lu-šé-bi-lam-ma iš-ti pá-zu-ur-tim ša Puzur₄-A-šur pá-ze-er-ší ZU-UT-re dám-qú-tim šé-bi-lam,"Say to [...............] thus Adad-(ul)l': ŠHere I instructed you, saying: ‘If any of the smuggled goods of ...... has not arrived, you must send a message to AŠšur-nēdē.’ Two talents of tin (and) 10 textiles of fine quality he must send to you and you must smuggle them together with the smuggled goods of Puzur-AŠšur. Send me........ of good qualityš”"
274. Kt 92/k 5,a-⌈ba-ú⌉-[a] be-l[u-a] a-tù-nu li-ba-a[k-n]u i-dé : šu-⌈x⌉* [x x x ] ú-la ni-iš-*p[u?-x x] kà-ša-dí-im [ x x x x ] ni-ta-na-ga-ag šu-ma li-bi-ku-nu x ša ri-a-'í-im ri-'a [ø] ú ku-uk-ri-ni-am r[u]-ba-am lu nu-ta-mi-[ma] qá-at-ni : lu-kà-il₅-šu ú ša ta-ba-na-bi-im šu-ut-ma : i-kà-ša-ad al-at Ha-na-na-ri-im i-na Bu-ru-dim e-tí-iq-ma iš-tù Bu-ru-dim iš-pu-ra-/ma um-ma šu-ut-ma É.GAL-lúm a-šu-mì ša-du-e-<tí>-im ú-ma-sà-ha-ni : it-q[á]-ni-[im?] lacune [x x x x x ]-ku-na-e : iš-ta-ak-nu [x x x x⌉ i-na e-'í-im [ x x x x] ta-na-e a-li-ku-um [ x x x x] *x i-BA-KI-ni-a-tí,"šplease my fathers, my lords, you know very well that ..................... (therefore) we did not send? ...... .[To?] reach ............ we keep flaring up in anger. If you so wish, provide all the help you can and we will make the man of Kukrin, the ruler, swear the oath so that we can control him. Also, what concerns ..........., it is him who can achieve it. The caravan? of Hanna-nērum has traveled on from Buruddum and from Buruddum he wrote me as follows: ‘The palace because of the šaddu’utu-tax is maltreating me, proceed. ........... ........... they have placed ................ with wood ................. a traveler ........................... us.”"
275. Kt 91/k 331 (1-188-91),a-be-ú-lá-tí-šu lá i-da-ra-kam lá ta-ga-ra-šu i-nu-mì lu-qú-tám ta-pá-qí-da-ni a-na a-wi-lim sà-ri-im ša ki-ma A-šur-lá-ma-sí i-na maš-kà-tí-a ší-ma-am ša A-ki-dí-/e ša 1 ma-na ⌈KÙ⌉ ša-ma-nim kà-'a-ra-am i-nu-mì ta-ga-ra-ni šu-ma 3 TÚG SIG₅ ú ma-na-a lá ta-pá-/qí-da Šrest uninscribed),"“(If) for his working capital he does not do the packing you (plur.) must not hire him. When you entrust merchandise Šfor transport). Šmust it be) to a perfidious men, who replaces/represents? AŠšur-lamass'? Buy from my funds Akkadian textiles for a value of 1 mina of silver? As for a harnesser, when you are hiring one, (even) when it concerns (only) 3 textiles of fine quality and for Ša value of) a mina, do not entrust them to ....”"
276. Kt 91/k 500 (1-353-91),a-na-ku dam-qá-tim a-šé-e-a-kum a-ta lam-ni-iš té-pu-uš-<a>-ni x ta-'a-ba-at ú i-a-tí [b]e-li : ki-ma NINDA e-kà-lá-/ni [k]i?-ma a-ma-kam tù-ša-hi-zi-/ni [u]m-ma a-ta-ma ší-im am-tim a-na me-er-i-a lá ta-dí-ni a-na ší-a-tí a-na me-er-i-kà lá a-dí-ší ší-im URUDU ù KÙ.B. ba-áb-tám [š]a? nu-a-am ⌈ú⌉-ša-zi-za-ku-ni šé-bi₄-lam-ma ù šu-up-ra-am-ma a-ma-at-kà a-ša ki-ma ku-a-tí lá-dí-in,"ŠWhile I am bent on doing what is good for you, you have treated me badly and you have seized .... As for me, my lord is consuming me like bread. As you instructed me there, saying: ‘You must not give the price of the slave-girl to my sonš’, for that reason I have not given her to your son. Send me the price of the copper and the outstanding silver for which I made the native responsible to you and send me a message then I will give your slave-girl to your representative.”"
277. Kt 91/k 507,[ x x x] 1 ma-n[a] [ x x x x x ] *[x] AK? x -⌈nim-m⌉[a x] *⌈li-it-ru-nim⌉? ki-m[a? x] *⌈x x ) ⌉ GÍN KÙ.B. a-na a-lim{ki} ša-ak-šu-dí wa-ar-ki-a qá-bi₄-a-tí šu-ma wa-ar-ki-tí a-na a-lim{ki} lá tù-ša-ak-/ší-di 1 ma-na-um - ma-na ⌈i-na a-lim{ki}⌉ ta-ša-/qá-lam a-hi a-ta KÙ.B. a-na É-a-ba-áš-tí šu-qú-ul-ma wa-ar-ki-tí a-na a-lim{ki} ša-ak-ší-dí lu-mu-un li-bi₄-im a-ra-ší-a-ku-um a-wa-tim ša ta-ta-wu-/ni *⌈la₁⌉-ší-na-ma KÙ.B. a-na [É]-a-ba-áš-tí šu-qú-ul-ma [lu a]t-hu-a-ni,"“................... 1 mina [of silver ...............] ................................ let them take along(?) ..... ............ You have been ordered after my departure to forward [x] * shekels of silver to me in the city. If after my departure you do not forward it to me in the city you will pay me in the city . mina per mina (extra). Please, my brother, pay the silver to Ea-bēšt' and see to it that it catches up with me in the city. I could get angry with you, (for) the words you spoke are improperš Pay the silver to Ea-bēšt' and let us stay brothersš”"
278. Kt 91/k 521 (1-374-91),i-na [ ] i-lu-ku-⌈ni⌉ [ ] a-ša-a-ma [i-na] pá-ni-ú-tí-m[a] a-(á-ra-da-ku-[nu]-/tí ————————— chapter presents ten texts of judicial,"in [................, when PN] comes I will buy [...........] and send (him) to you with the first opportunity. nature that exhibit a great variation in structure,"
279. Kt 92/k 97,ba-áb ha-ra-ni-[ṭu] ṭa A-ṭur-na-[d]a A-ṭur-na-da DU[MU] Ah-ṭa-l[im] ù A-bi₄-ì-lí ni-kà-sí i-sí-ú-ma iṭ-tù a-lim{ki} i-na e-lá-i-ṭu 15 ma-na AN.NA A-ṭur-na-da : a-na A-bi₄-ì-lí i-da-an-ma 2 ma-na KÙ.B. ú-l[á *i⌉-ba-ta-aq-ṭum ra? x x* i-na li-bi₄ : A-bi₄-ì-lí A-ṭur-na-da ú-lá i-ṭu-ú IGI En-na-Sú-in DUMU A-ṭur-DÙG a-na a-wa-tim a-ni-a-tim kà-ru-um Wa-ah-ṭu-ṭa-na i-dí-ni-a-tí-ma IGI GÍR ṭa A-ṭur ṣup-pá-am ṭa ṭí-bu-tí-a a-dí-in ēí-li-IŠtar tap-pá-i,"When AŠšur-nšdš was about to leave on a journey AŠšur-nšdš, son of Ah-šalim, and Abṭ-ilṭ settled accounts as follows: When he comes up from the City AŠšur-nšdš will give 15 minas of tin to Abṭ-ilṭ, who will pay him not less than 2 minas of silver and then Abṭ-ilṭ does not owe anything to AŠšur-nšdš. In the presence of Ennam-Suen, son of AŠšur-ēšb. For these words the Wahšušana colony gave us and before AŠšur’s dagger I gave the tablet with my testimony. āilli-IŠtar was my fellow witness."
280. Kt 91/k 370 (1-227-91),š⌈ú-ha⌉-ru-⌈ú ⌉: A-⌈sà-nim⌉ ṭa É Ás-qú-dim ú Pì-lá-ah-IŠtar : DUMU E-lá-ma ha-ra-nam iṭ-té-ni-iṭ i-li-ku-nim-ma Šerased a-na) i-na Hu-ra-ma a-na É Ku-bi-a iṭ-té-ni-iṭ e-ru-bu-ma ni-⌈is-ha⌉-tí-ṭu-nu É.GAL-lúm : iṭ-té-ni-iṭ i-sú-ùh : i-na wa-ar-/ki-tim lu-qú-tum i-ší-bi-it-ma lu-qú-/tám ṭa A-sà-nim É.GAL-lúm i-ta-ba-al : AN.NA ṭa Pí-lá-ah-IŠtar É Ku-bi-a ú-pá-zi-ru-ma i-na É ub-ri iṭ-lim-⌈ma⌉ Be-lá-num i-li-kam-ma ki-ma Pí-lá-ah-IŠtar im-ší-ma AN.NA il₅-qé : Ku-bi₄-a a-na Bé-lá-nim DUMU āu-A-ṭur AN.NA ip-qí-id um-ma Bé-lá-num-ma ⌈ma⌉-ša-ku a-ma-lá ṣup-[pí-im] [ṭ]a A-lim{ki} : kà-ru-um Hu-ra-ma ša-he-er GAL i-dí-ni-a-tí-ma IGI GÍR ṭa A-ṭur ṭí-bu-tí-ni ni-dí-in : IGI A-ṭur-ṭa-du-/ì-lí IGI Ir-ma-A-ṭur DUMU A-ṭur-ma-lik IGI ⌈A-bu⌉-ṭa-lim DUMU āu-IŠtar,"The servants of Asšnum, who belongs to the house of Asq'dum, and Pilah-IŠtar, son of Elamma, together went on a business trip and in Hurama they together entered Kubiya’s house and the palace levied the import- tax from them together. Afterwards merchandise was seized and the palace took away Asšnum’s merchandise. The tin that Pilah-IŠtar had hidden in Kubiya’s house, was saved in the lodging and when Belšnum came he claimed the right to take the tin in Pilah-IŠtar’s name and Kubiya entrusted the tin to B(lšnum, the son of )u-AŠšur. B(lšnum declared: ŠI take the responsibilityš” In accordance with the tablet of the City the plenary Hurama colony made us available and we gave our testimony before AŠšur’s dagger. Witnessed by AŠšur-šadu-ilṭ, by Ir’am-AŠšur, son of AŠšur-mšlik, and by Abu-šalim, son of )u-IŠtar."
281. Kt 92/k 117 (1-79-92),Be-lá-nu-um a-na Li-ip-it-IŠtar DUMU Lá-li-im iš-ba-at-ni-a-/tí-ma um-ma Be-la₁-nu-um-ma a-na Li-ip-it-IŠtar-ma 1( ma-na KÙ.B. iṭ-tù ha-muṭ-tim ṭa āu-IŠtar DUMU A-ṭur-ba-ni a-na 6 ha-am-ṭa-tim ta-ṭa-qá-lam ṭu-ma lá ta-áṭ-qú-lam ) GÍN 15 )E.TA a-na 1 ma-na-im i-na ITI.KAM-im ší-ib-tám tù-ša-ba-am um-ma Li-ip-it-IŠtar-ma ú-ša-ba-ku-um ITU.KAM Qá-ra-/tim li-mu-um En-na-Sú-in DUMU āu-IŠtar a-na a-wa-tim a-ni-a-tim kà-ru-um Hu-ra-ma i-dí-ni-a-tí-ma IGI GÍR ṭa A-ṭur ṭí-bu-tí-ni ni-dí-in IGI āu-zu-zu DUMU A-ṭur-SIPAD IGI En-um-/A-ṭur DUMU E-lá-ma,"B(lšnum seized us against Lipit-IŠtar, son of Lalum, and B(lšnum said: to Lipit-IŠtar: ŠYou will pay me 1ṣ mina of silver within 6 weeks reckoned from the week eponymy of )u-IŠtar, son of AŠšur-bšni. If you have not paid me you will add for me an interest of * shekel per mina per month.” Lipit-IŠtar answered: ŠI will add it for youš. Month VIII, year eponymy of Ennam-Suen, son of )u-IŠtar. For these words the Hurama colony made us available and before AŠšur’s dagger we gave our testimony. In the presence of )uzuzu, son of AŠšur-r(’ṭ, of Ennam-AŠšur, son of Elamma."
283. Kt 92/k 184A/B,KI)IB A-ta-tí-a DUMU En-na-nim KI)IB A-hu-wa-qar DUMU A-ṭur-SIPAD KI)IB A-mur-A-ṭur DUMU āu-IŠ-ha-ra KI)IB {d}A-ṭur-{d}UTUŠ{i} DUMU Ili₅-ba-ni ṭa A-al-DÙG a-na A-mur-A-ṭur iš-bu-tù-/ni-a-tí um-ma A-al-DÙG-ma a-na A-mur-A-ṭur-ma KÙ.B. a-ta ú āu-IŠtar qá-tám mì-iṭ-la i-na ṭa ip-ṣí-ri-i?* ṭa-qá-lá-am la qá-bi₄-a-tù-nu um-ma A-mur-A-ṭur-ma ke-na : qá-bi₄-a-ni ú i-na né-me-lim{x}(LAM) ṭa-li-iṭ-tám áṭ-du-na-kà* i-zu-a-az ú a-na i-bi₄-sà-e ṭa-li-iṭ-tám i-za-az Case KI)IB A-t[a]-tí-a DUMU En-na-nim KI)IB A-hu-wa-qar DUMU A-ṭur-SIPAD KI)IB Amur-AŠur DUMU āu-EŠ-ha-ra KI)IB A-ṭur-{d}UTUŠ{i} DUMU Ili₅-ba-ni ṭa A-al-DÙG a-na Amur-A-ṭur iš-ba-at-ni-a-tí-ma um-<ma> A-al-DÙG-ma a-na A-mur-A-ṭur-ma KÙ.B. a-ta ù āu-IŠtar qá-tám mi-ìṭ-lá i-na ṭa i-ip-ṣí-re ṭa-qá-lam lá qá-bi-a-tù-nu um-ma A-mur-A-ṭur-ma ke-na qá-bi-a-ni ù i-na né-me-lim ṭa-li-ìṭ-tám áṭ-du-na-da* i-zu-az ù a-na i-bi-sà-e [ṭ]ál-<iṭ>-tám i-za-az,"Seal of Atatiya, son of Ennšnim, seal of Ahu-waqar, son of AŠšur-r(’ṭ, seal of Amur-AŠšur, son of )u-IŠhara, seal of AŠšur-šamšṭ, son of Ilṭ-bšni, to the effect that +l-ēšb seized us against Amur-AŠšur. +l-ēšb said to Amur-AŠšur: ‘Have you and )u-IŠtar not promised to pay silver, each as his share half of what was the ransom?’ Amur-AŠšur answered: ‘Yes, we have promised it and also that he (each?) would get a one-third share of the profit, as ............... and also would take for his account one third of the losses’. Seal of Atatiya, son of Ennšnum, seal of Ahu-waqar, son of AŠšur-r(’ṭ, seal of Amur-AŠšur, son of )u-IŠhara, seal AŠšur-šamšṭ, son of Ilṭ-bšni. B. Tablet A-al-DÙG a-na A-mur-A-ṭur iš-ba-at-ni-a-tí-<ma> um-ma A-al-DÙG-ma a-na A-mur-A-ṭur-ma 5 KÙ.B. a-ta ù āu-IŠtar mì-iṭ-lá ṭa-qá-lá-am lá qá-bi-a-tù-nu um-ma A-mur-A-ṭur-ma ke-na KÙ.B. mì-iṭ-lá 10 ṭa-qá-lá-am l.e. qá-bi-a-ni-ma 11 ù <i>-né-ma-{li}lim ṭa-li-ìṭ-tám ṭa-tim áṭ-du-na-da 15 i-zu-a-az ù a-na i-bi-sà-e ṭa-li-ìṭ-tám i-za-az IGI A-ta-tí-a IGI A-hu-wa-qar 20 IGI A-ṭur-{d}UTUŠ{i} a-ṭu-mì sú-bi-ri-im ṭa ip-ṣí-re"
284. Kt 92/k 109 (1-71-92),"DÙG-ší-lá-A-ṭur sí-ki-i āu-Sú-in iš-ba-at-ma um-ma āu-Sú-en-ma a-na mì-nim tù-kà-la-ni um-ma DÙG-ší-lá-A-ṭur-<-ma> a-na gam-ri-im ú-kà-al-kà um-ma āu-Sú-in-ma ṭa ni-ìṭ a-lim{ki} ta-mu-ú lu ú-kà-al ki-ma mì-ma lá ha-bu-lá-ak-ṭu-/ni-ma ú-<kà>-li-ni IGI En-na-Sú-in DUMU A-ṭur-DÙG IGI A-bu-ṭa-lim DUMU A-ṭur-be-el-a-wa-tim 12-16, ṭumma : n'mal+ qšssunu / iṭt'numma one third made irrespective of partnership. See Larsen 1977, 125ff.",".ab-/illi-AŠšur seized )u-Suen by his hem whereupon )u-Suen said: ŠWhy are you holding me?” .šb-/illi-AŠšur answered: ŠFor the expenses I hold youš” )u-Suen declared: ŠI surely retain what is stated with an oath by the city, that he holds me although I do not owe him anythingš” In the presence of Ennam-Suen, son of AŠšur-ēšb, of Abu-šalim, son of AŠšur-b(l-awštim. ṭumma (15) ibissš’+ qšssunu / iṭt'numma. of the number of partners or šshareholdersš. The holder"
