transliteration,translation
iš-tù u4-mì-im a-nim ma-ma-an KÙ.AN i-ša-ú-mu-ni i-na né-mì-lim da-šùr ú-lá e-WA iš-ra-tí-šu kà-ru-um kà-ni-iš i-lá-qé,"From this day on, whoever buys meteoric iron, (the City of) Assur is not entitled to part of the profit made, the tithe on it kārum Kanesh will collect."
ki-ma ṭup-pì-ni ta-áš-me-a-ni a-ma-kam lu a-na ší-mì-im a-na É.GAL-lim i-dí-in lu té-ra-at É.GAL-lim ú-kà-lim lu na-ší-ma a-dí-ni lá i-dí-in ma-lá KÙ.AN na-áš-ú ni-bi4-it a-ší-im šu-um-šu ú šu-mì a-bi4-šu i-na ṭup-pì-im lu-up-ta-nim-ma iš-tí ší-ip-ri-ni šé-bi4-lá-nim,"As soon as you have heard our letter, who(ever) over there has either sold it to a palace, or has offered it to palace officials, or still carries it with him without having yet sold it - all meteoric iron he carries, write the exact amount of every (piece of ) meteoric iron, his name and the name of his father in a tablet and send it here with our messenger."
me-he-er ṭup-pì-ni a-na kà-ar kà-ar-ma ú wa-bar-ra-tim,Send a copy of (this) letter of ours to every single colony and to all the trading stations.
šé-bi4-lá KÙ.AN lu a-na DAM.GÀR-ru-tim i-dí-in šu-mì a-wi-lim lu-up-ta-nim,"Even when somebody has sold meteoric iron via a trading agent, register the name of that man."
um-ma kà-ru-um kà-ni-iš-ma a-na ša-qí-il5 da-tim ku-li-a ší-ip-ri-ni wa-bar-tim ša ku-bur-na-at ha-na-ak-na-ak ú tí-iš-mur-na TUR GAL qí-bi4-ma,"Thus kārum Kanish, say to the dātu-payers, our messenger Kuliya, the plenary wabartums of Kuburnat Hanaknak and Tišmurna:"
i {d}UTU-ši ṭup-pì-ni ta-ša-me-a-ni GÍR ša a-šur IGI ku-li-a ší-ip-ri-ni šé-ṣí-a-ma ma-ma-an a-ma-kam KÙ.AN na-áš-ú lu a-na ší-mì-im a-na É.GAL-lim i-dí-nu lu a-dí-ni lá i-dí-in-ma na-ší 10-tim ša KÙ.AN ú ša-du-a-sú 1 ma-na-um 3 GÍN KÙ.BABBAR ša-ás-qí-lá-ma,"As soon as you hear our letter, produce the dagger of Assur out in the presence of our messenger Kuliya and whoever over there carries meteroic iron, whether he has already sold it to a palace or has not yet sold it and still carries it, make him pay the tithe on the meteoric iron and his šaddu'utu-tax of 3 shekels of silver per mina."
ku-li-a i pá-ni-šu-nu lu-ub-lam šu-ma i-qá-bi4 um-ma šu-ut-ma KÙ.AN ša a-wi-lim ša NÍG.KA-sí 10-tim ú ša-du-a-sú le-qé-a-ma ša ba-ri-ni li-li-kam-ma GÍR ša a-šur li-it-ma-ma ša-du-a-sú nu-ta-ar,"Let Kuliya personally bring it here. If one protests and declares: ""The meteoric iron belongs to a man with an account!"", take the tithe and his šaddu'utu-tax and let somebody who is one of us come here to swear an oath by Aššur's dagger then we will give his šaddu'utu-tax back."
ni-ša-me-ma 30 ANŠE tù-i-mu-um DUMU a-šùr{ki} ha-ra-an sú-qí-nim ú-šé-ri-ba-am,"We hear that an Assyrian, Tu'imum, has brought in 30 donkeys by way of the sunkinnu-road."
lá tù-i-mu-um ma-ma-an ha-ra-an sú-ki-nim e-ma-re sé-er-dam ú-šé-ri-ba-ni-ma a-ma-kam uš-té-bu-lu-ni lu wa-ší-ib kà-ri-im ú-šé-li-am GÍR ša a-šur šé-ṣí-a-ma a-hu-um pá-ni a-hi-im ú-lá ú-ba-al 1 ma-na um 3 GÍN KÙ.BABBAR ša,"Not just Tu'imum, but anybody who has brought in a loaded donkey by way of the sukinnu-road in order to do business there, or if an inhabitant of a kārum has brought up (goods) - produce the dagger of Assur and people shall not spare each other! Charge everybody his šaddu'utu-tax at a rate of three shekels of silver per mina."
KIŠIB kà-ri-im kà-ni-iš kà-ru-um dí-nam i-dí-in-ma a-na lu-qú-tim ma-la a-na a-šur-be-el-a-wa-tim i-pí-iq-du-ma ša-lim-a-šùr ú-šé-ṣí-ú ṭup-pá-am ša ku-nu-ki-šu ša-lim-a-šùr a-na šu-ku-bi-im,"Seal of the Kanesh colony. The colony has passed a verdict: for all the goods that were entrusted to Aššur-bēl-awātim, and which Šalim-Aššur will had taken out, Šalim-Aššur will give a tablet bearing his seal to Šu-Kūbum."
i-da-an a-na kur-ub-IŠTAR šu-ku-bu-um ú-lá i-tù-a-ar šu-ma a-na šu-ku-bi-im ma-ma-an i-tù-a-ar ša-lim-a-šùr ú-ba-áb-šu,"Šu-Kūbum will not raise claim against Kurub-Ištar. If anyone raises claim against Šu-Kūbum, Šalim-Aššur will clear him."
a-na ku-li-a qí-bi-ma um-ma a-sá-num-ma,"To Kuliya, say, thus says Asānum:"
a-dí-i na-áš-pè-er-tí-kà ša a-šu-mì kà-lá-pí-im i-li-kà-ni ší-bé-e,"As for your letter which arrived here concerning the axe, I have not yet recorded (the depositions) of the witnesses."
a-dí-ni lá ah-ri-im i ší-be-a a-zu kà-ṣa-ar PUZUR4-a-mur,"Among my witnesses figures Azu, the transporter of Puzur-Aššur."
be-li a-ta a-na a-na PUZUR4-a-mur pu-nu-ma a-zu-ú li-iṭ-ru-dam iš-tí tap-pá-i-šu ší-bu-tám li-dí-nam,"Please, my lord, approach Puzur Aššur and let him send Azu to me, so that he can testify for me together with his colleagues."
KIŠIB en-na-nim DUMU a-lá-bi4-im KIŠIB a-gi-a DUMU PUZUR4-a-šùr {d}IM.GAL DUMU bu-zi tap-pá-i-ni,"Sealed by Ennānum son of Ali-abum, by Agiya son of Puzur-Aššur; Adad-rabi son of Buzi was our (absent) partner."
a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma ṭup-pá-am ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in,The Kanesh colony gave us for these proceedings and we gave a tablet with our testimony before Aššur's dagger.
a-na ku-li-a a-šur-lá-ma-sí ù a-šur-lá-ma-sí-ma qí-bi-ma um-ma a-šur-e-mu-qí a-na a-šur-lá-ma-sí DUMU PÚZUR-ì-lí-qí-bi4-ma,"To Kuliya, Aššur-lamassī and Aššur-lamassī, thus says Aššur-emūqī, to Aššur-lamassī, son of Puzur-ilī in particular:"
3 GÍN KÙ.BABBAR iš-tù li-mì-im a-šur-ma-lik DUMU šu-ha-ni-iš a-dí-na-kum,"You have 3 shekels of silver, given by me, since the eponymy of Aššur-mālik, son of šu-Haniš."
um-ma a-ta-ma 3 TÚG ša ṣú-ùh-ri-im ša a-ki-dí-e iš-tù a-lim{ki} ú-šé-lá-a-kum,You said: I will bring up for you from the City 3 Akkadian garments for children.
TÚG.HI.A tù-šé-li-a-ma a-ni-ša-am lá té-ta-ar-ba-am ha-ra-kà ta-ta-lá-ak,"You brought these textiles up, but did not enter here with me, you went away on a journey."
a-hi a-ta be-lí a-ta 3 TÚG.HI.A ša ṣú-ùh-ri-im ša tù-šé-li-a-ni a-na ku-li-a dí-in,"Please my brother, my lord, give these three garments for children that you brought up (from Assur) to Kuliya."
šu-ma TÚG.HI.A ta-ad-nu KÙ.BABBAR ší-im-šu-nu ú-sí-im-ma a-na ku-li-a dí-in,If these garments have already been sold establish how much silver they yielded and give it to Kuliya.
a-hi a-ta IGI a-šur a-kà-ra-ba-ku-um,"(Then) my dear brother, I will pray for you before Aššur."
a-na a-šur-lá-ma-sí ma-ri-a qí-bi4-ma a-na-kam ta-áp-nu-a-ma um-ma a-ta-ma KÙ.BABBAR 1 GÍN a gám-ri-a dí-na-ma ší-a-ma-tí-šu lu-šé-bi-lá-kum,Say to my son Aššur-lamassī: Here you turned to me saying: Give me a little silver for my expenses and I will send you the merchandise it yields.
IGI en-um-a-šùr DUMU sú-in-na-da IGI a-šùr-i-mì-tí IGI iš-me-DINGIR IGI en-na-sú-in IGI i-<gap>-ni IGI a-lá+lá-<gap> a-hi-šu IGI e-lá-lí DUMU i-pí-li-is,"Witnessed by Ennnam-Aššur son of Suen-nādā, by Aššur-imittī, by Išme-ilum, by Enna-Suen, by I <gap>, by Alā <gap> his brother, by Elāli son of Ippilis."
i-na ⅓ ma-na 4 GÍN KÙ.BABBAR ší-im am-tí-im ša a-na a-ta-na-ah a-dí-nu-šu-ni 4 GÍN KÙ.BABBAR a-na a-hu-qar i-dí-in 11⅚ GÍN KÙ.BABBAR a-na bé-lúm-ba-ni i-dí-in,"Of 24 shekels of silver, the price of the slave-girl, which I had given to Atanah, he gave 4 shekels of silver to Ahu-waqar; 11 ⅚ shekels of silver he gave to Bēlum-bāni."
7 GÍN KÙ.BABBAR hu-bu-ul <gap> 1⅙ GÍN KÙ.BABBAR ú ½ GÍN ṣí-ib-ta-am i-<gap> a-na a-ta-na-ah ni-dí-in <gap>,"7 shekels of silver, the debt of <gap>, 1 ⅙ shekels of silver and ½ <gap> as/the <gap> to Atanah we gave."
½ GÍN KÙ.BABBAR i li-bi4 a-hu-ša DUMU ku-ra,"½ shekel of silver is owed by Ahuša, son of Kura."
½ GÍN KÙ.BABBAR i li-bi4 za-ga-al-i IR-dí-šu,"½ shekel is owed by Zagal'u, his slave."
⅚ GÍN dá-a-tí 5 ma-na KÙ.BABBAR.KÙ.BABBAR mu-ṭá ½ GÍN KÙ.BABBAR bi4-it-qá-at ma-na-im ša AN.NA-ki-im ša 5 ma-na KÙ.BABBAR ½ GÌN KÙ.BABBAR a-na a-šur-DU10 a-dí-in,"⅚ shekel my road-tax, 5 minas of silver - the deficiency on the silver (is) ½ shekel of silver, due to the underwight of the (1-)mina-weight (used) for tin for the value of 5 minas of silver - I gave (this) ½ shekel of silver to Aššur-ṭāb."
mì-ma a-nim i li-bi4 a-ta-a DUMU i-ku-nim,"All this is owed by Ata(ya), son of Ikūnum."
ga-am-ru-um dá-a-tù-um ta-ší-a-tù-um ú mu-ṭá-a 10 ma-na-e ša 42½ ma-na AN.NA i li-bi4 a-ta-a-ma DUMU i-ku-nim bé-lúm-ba-ni i-šu,"Travel expense, road-tax cost of transport, and deficiency on the 10-mina-weight (used) for (weighing) 42 ½ minas of tin is also owed by Ataya, son of Ikūnum, to Bēlum-bāni."
15 GÍN KÙ.BABBAR ṣa-ru-pá-am 3 ma-na URUDU ša ša-du-e-šu 2-ší-na ú-kà-pè wa-dí-ú-tim a ta-ad-mì-iq-tim mì-ma a-nim i li-bi4 na-ra-am-ZU DUMU kà-ki-a ú i-dí-in-ni-ra-ah be-lúm-ba-ni i-šu IGI a,"15 shekels of refined silver, 3 minas of native copper, two <gap> saddleclothes as tadmiqtum - all this is owed by Narām-Suen, son of Kakkia, and Iddin-Nirah to Bēlum-bāni. Witnessed by Ali-ahum, son of Enah-ilī."
a-na en-nam-a-šur ù a-lá-hi-im qí-bi-ma um-ma SIG5-pí-a-šur-ma me-at,To Ennam-Aššur and Ali-ahum from Damiq-pī-Aššur:
60 ṣú-ba-tù ša tám-kà-ri-im ŠÀ.BA 19 ṣú-ba-tù-kà,"As to the 160 textiles belonging to the merchant, thereof 10 are your textiles."
mì-li-ik lu-qú-tim mì-il5-kà ṣú-ba-tù SIG5 DIRI ša tám-kà-ri-im,Take a decision concerning the goods. The textiles of extra-fine quality belong to the merchant.
a-hu-a a-tù-nu KÙ.BABBAR ší-im a-ni-ki-a ša e-ni-iš-ta-ru-um ub-lá-ku-nu-tí-ni a-na pá-ni-a šé-bi4-lá-nim,"My dear brothers, send me the silver that was the proceeds of my tin which Eništārum brought to you."
e-ni-iš-ta-ra-am lá i-sà-hu-ur ṭù-ur-da-ni-šu-ma uz-né-kà id-a,"Eništārum should not be delayed, send him and listen closely."
sà-he-er-tám ša 5 GÍN KÙ.BABBAR šé-bi-lá-ni-im,Send me small goods worth 5 shekels of silver.
e-ni-iš-ta-ra-am <gap>-a-šur <gap>-im i-tal-kam <gap> ri-im-ni a-ar-tám <gap> sà-he-er-tám šé-bi4-lá-nim,Eništarum <gap> -Aššur <gap> has come. <gap> of our <gap> cowrie-shell <gap> send me small goods.
KIŠIB en-nam-a-šur DUMU um-ma-sá a-šur-DÙL DUMU a-šùr-ša-dí-li ki-ma ku-li-a DUMU a-lá-bi4-im a-na a-šur-e-mu-qí DUMU šu-ra-ma iṣ-ba-at-ni-a-tí-ma um-ma a-šur-DÙL-ma KÙ.BABBAR-áp be-lúm-ba-ni DAM.GÀR-ri-im ša ku-li-a tal-qé lá tal-qé-e IGI a-ni-e-ma i-ki-ir ú-ul kà-i-in,"Seal of Ennam-Aššur, son of Ummassa. [Aššur-ṣulūlī, son of Aššur-šād-ilē representing Kuliya, son of Ali-abum, seized us against Aššur-emūqī, son of [Šu-rama, and Aššur-ṣulūlī said as follows: The silver of Bēlum-bāni, the agent of Kuliya, did you take it, yes or no? Deny or confirm before these men."
um-ma a-šur-e-mu-qí-ma al-qé ú al-qé-ma ú u4-ma-am a-lá-qé-ma,"Aššur-emūqī said: I took it, yes I took it and today I would (again) take it!"
a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-eš TUR.GAL i-dí-na-ni IGI GÍR ša a-šur ší-bu-tí a-dí-in,For this affair the plenary kārum kanesh 'gave' me (as witness) and before Aššur's dagger I gave my testimony.
a-šur-lá-ma-sí DUMU i-tur4-a-num tap-pá-i KIŠIB a-šùr-lá-ma-sí DUMU i-tur4-a-num,"Aššur-lamassī, son of Itūr-Anum, was my companion. [Seal of Aššur-lamassī, son of Itūr-anum."
a-šur-DÙL DUMU a-šur-ša-dí-li ša ki-ma ku-li-a DUMU a-lá-bi4-im a-na a-šùr-e-mu-qí DUMU šu-ra-ma iṣ-ba-at-ni-a-tí-ma um-ma a-šur-ANDUL-ma a-na a-šur-e-mu-qí-ma KÙ.BABBAR be-lúm-ba-ni DAM.GÀR-ri-im ša ku-li-a tal-qé lá tal-qé-e IGI a-ni-e-ma i-ki-ir ú-ul kà-i-in,"Aššur-ṣulūlī, son of Aššur-šād-ilē, who represents Kuliya, son of Ali-abum, seized us against Aššur-emūqī, son fo Šu-rama, and Aššur-ṣulūlī said to Aššur-emūqī: 'Did you take the silver of Bēlum-bāni Kuliya's agent, yes or no? Deny of confirm it before these (witnesses)!"
um-ma a-šur-e-mu-qí-ma al-qé ú al-qé-ma ú u4-ma-am a-lá-qé-ma,"Aššur-emūqī answered: I took it, yes I took it and today I would (again) take (it)!"
a-na a-wa-tim a-ni-a-tim kà-ru-um té-ga-ra-ma TUR.GAL i-dí-na-ni-ma IGI GÍR ša a-š,For this affair the plenary kārum of Tegarama gave us and before Aššur's dagger I gave my testimony.
a-na ku-li-a ha-nu-nu ú-ṣur-ša-a-šur a-šur-lá-ma-sí a-na u-ṣú-ur-ša-a-šur qí-bi4-ma um-ma pì-lá-ah-IŠTAR,"Say to Kuliya, Hanunu, Uṣur-ša-Aššur, (and) Aššur-lamassī, (in particular) to Uṣur-ša-Aššur, thus Pilah-Ištar:"
⅓ ma-na 7 GÍN KÙ.BABBAR ša a-šur ša ma-ṣa-ar-tí ù be-té-e iš-tù 4 ša-na-té-e a-dí-na-ku,"""27 shekels of silver of Aššur, of the strong room and the house(s), I gave you four years ago."
um-ma a-ta-ma a-hi-i i-na ma-a-ma a-ma-ha-ar-ma KÙ.BABBAR 3 ma-na na-ší ú KÙ.BABBAR-áp-kà ú-šé-ba-lá-ku ú KÙ.BABBAR 1 GÍN a ni-na-ša ú-šé-ba-lá-ku ú ma-a iš-tù 4 ša-na-té-e KÙ.BABBAR-áp A-šur ta-ma-kà-ar ú a-dí u4-mì-im a-nim tù-uk-ta-ṣí-dá-ni KÙ.BABBAR ú ha-ra-na-tí-šu ṣa-ba-at-ma a-na ša ki-ma i-a-tí dí-in KÙ.BABBAR e-lá ta-dí-in-ma a-na u4-mì-im wa-ar-ke-e li-ba-kà i-ma-ra-IṢ a-na a-wa-tí ša ta-at-wu-ú ú a-na-ku a-wa-at ša a-hi eb-ri lá-IS-me-e ki-ma e-ta-wu-ni ta-ša-<gap>,"You (then) said: ""I will turn to my brother in Mamma who is carrying 3 minas of silver, and I will send you your silver."
i-ṣé-er PUZUR4.IŠTAR DUMU šu-a-nim i-ri-šum i-šu,Puzur-Ištar s. Šū-Anum owes ⅓ mina minus 2 shekels refined silver to Erišum.
iš-tù ha-muš-tim ša a-šur-i-mì-tí ù a-mur-IŠTAR a-na 2 ITU.KAM i-ša-qal šu-ma i-na u4-me-šu ma-al-ú-tim,From the hamuštum of Aššur-imittī and Amur-Ištar he has 2 months to pay.
KIŠIB lá-qé-ep DUMU šu-a-šur KIŠIB ku-ra DUMU i-dí-a-šur KIŠIB a-šur-lá-ma-sí <gap> 12½ ma-na 5 GÍN KÙ.BABBAR ṣa-ru-pá-am,"Seals: Lā-qēp s. Šū-Aššur, seal of Kurara s. Iddin-Aššur, seal of Aššur-lamassī s. <gap>"
i-ṣé-er lá-qé-ep DUMU šu-a-šur DAM.GÀR-ru-um i-šu,Lā-qēp s. Šu-Aššur owes 12 ½ minas 5 shekels of refined silver to a merchant.
iš-tù ha-muš-tim ša ku-da-tim ITU.KAM té-i-na-tim li-mu-um a-šur-ma-lik DUMU a-lá-hi-im DINGIR ša-pá-tám i-li-ik-ma i e-ra-bi4-šu-ma i kà-né-eš ITU.2.KAM i-lá-ak-ma KÙ.BABBAR i-ša-qal šu-ma lá iš-qú-ul 1 ma-na-im 1 GÍN.TA ṣí-ib-tám i-na ITU.KAM-im,"Reckoned from the week of Kudātum, Month 10, eponymy Aššur-mālik s. Ali-ahum, when the (moon)-god reached the fifteenth day, he will pay the silver 2 months after his arrival in Kanesh."
ú-ṣa-áb ša-ni-um ṭup-pu-šu KIŠIB DINGIR-mu-ta-bi4-il5 DUMU a-mur-IŠTAR KIŠIB lá-qé-ep DUMU PUZUR4-ša-du-e KIŠIB lá-qé-ep DUMU šu-a-šur 10 ma-na KÙ.BABBAR ṣa-ru-pá-am,"If he has not paid in time, he must add interest at the rate 1 shekel per mina per month. His second tablet: Seals: Ilī-mutabbil s. Amur-Ištar, seal of Lā-qēp s. Puzur-šadu'e, seal of Lā-qēp s. Šu-Aššur."
i-ṣé-er lá-qé-ep DUMU šu-a-šur DAM.GÀR-ru-um i-šu,Lā-qēp s. Šu-Aššur owes 10 minas of refined silver to a merchant.
iš-tù ha-muš-tim ša i-tur4-DINGIR DUMU a-mur-IŠTAR ITU.KAM bé-el-té-kà-lim li-mu-um ša qá-tí šu-sú-in KÙ.BABBAR a-na 12 ha-am-ša-tim i-ša-qal,"Reckoned from the week of Itur-ilī s. Amur-Ištar, month Bēlat-ekallim, eponymy after Šu-Suen, he must pay the silver within 12 weeks."
šu-ma i ma-lá u4-me-šu KÙ.BABBAR lá iš-qú-ul ki-ma a-wa-at kà-ri-im ṣí-ib-tám a-na ma-na-im i-na ITU.KAM-im ú-ṣa,"If he has not paid the silver within his stipulated term, he must add interest in accordance with the rule of the colony per mina per month."
a-na a-dí-da ù a-lá-hi-im qí-bi-ma um-ma SIG5-pì-i-a-šur,To Adida and Ali-ahum from Damiq-pī-Aššur:
14 GÍN KÙ.BABBAR a-mur-IŠTAR ni-a-um ha-bu-lam,Our own Amur-Ištar owes me 14 shekels of silver.
KÙ.BABBAR ša-áš-qí-lá-šu-ma šé-bi4-lá-nim 1 TÚG SIG5 zu-zu-a na-áš-a-ku-nu-tí,Make him pay the silver and send it to me. Zuzuwa brings you 1 good textile.
ṣú-ba-tám dí-na-ma KÙ.BABBAR ku-un-kà-ma šé-bi-lá-nim,"Sell the textile, seal the silver and send it to me."
zu-zu-a lá i-sà-hu-ur 2 ṣú-ba-tí-šu na-ší,Zuzuwa must not delay. He carries two textiles of his.
ṣú-ba-tí-šu dí-na-ma lá i-sà-hu-ur ṭur4-da-ni-šu,Sell his textiles and send him without delay.
a-hu-a a-tù-nu i-ih-da-ma lu ší-im ṣú-ba-tí-a lu ša a-mur-IŠTAR KÙ.BABBAR ku-un-kà-ma šé-bi4-lá-nim,"My dear brothers, take care to seal both the proceeds from my textiles and those of Amur-Ištar in silver and send it to me."
a-na a-dí-da qí-bi-ma a-pu-tum we-da-ku,"To Adida: Urgent, I am alone."
i-dí-in-{d}MAR.TU iš-tí zu-zu-a ṭur4-da-nim iš-tí kà-ni-<gap> i-a-am ma <gap> be-ú-lá-tù <gap> a-ha-ma 10 GÍN KÙ.BABBAR <gap> i-na ha-hi-im,"Send Iddin-Amurrum together with Zuzuwa. With <gap> mine <gap> working capital <gap> also, 10 shekels of silver <gap> in Hahhhum."
1⅓ ma-na KÙ.BABBAR ṣa-ru-pá-am i-na ší-im SÍG.HI.A ša ú-ší-na-lam šu-ku-bu-um DUMU e-na-ma-nim il5-qé,Šu-Kūbum son of Ennam-Anum has received 1 ⅓ mina of refined silver from the proceeds of Ušinalam's wool.
IGI i-lá-áš-ra-ni DUMU sú-kà-li-a IGI en-na-sú-in DUMU i-dí-a-bi4-im,"Witnessed by Ilī-ašrannī son of Sukkalliya, by Enna-Suen sn of Iddin-abum."
62 ku-ta-ni a-na ir-i-bi-im ù šé-ep-IŠTAR e-zi-ib,I left 62 kutānus with Ir'ibum and Šēp-Ištar.
ŠÀ.BA 30 ku-ta-ni a-na šu-pu-nu-ma-an ni-dí-in,We gave 30 kutānus thereof to Šuppunuman;
1 ú-kà-pá-am e-dí-am 4 eb-le-e 2-ší-na ma-at-li-ih-šé-e a-za-mì-lam hu-ur-ší-a-num ša du-ul-ba-tim hu-ur-ší-a-num ša kà-ma-re-e 2-ší-na eb-lu-ú i du-ur-hu-mì-it,"1 <gap> saddlecloth, 4 ropes, 2 pack-saddles, a sack, a box with dulbātum, a box with karāmu-fishm two ropes in Durhumit."
hu-ur-ší-a-num ša ili5-ba-ni DUMU mu-ta-lim 3 GÍN KÙ.BABBAR ha-bu-ul,"A box of Ilī-bāni, son of Mutālum, 3 shekels of silver he owes."
1⅓ ma-na KÙ.BABBAR ša a-na-ah-ì-lí a-na al-pì-lí i-lá-ak ½ ma-na KÙ.BABBAR i-na pá-ni-tí-a i-lá-ak,"1 ⅓ mina of silver of Anah-ilī will go to Alpilī, ½ mina of silver will go with the first opportunity I have."
mì-ma a-nim iš-tí al-pì-lí 10 ma-na URUDU iš-tí a-ša-at a-šur-SIG5 ša tù-ùh-pì-a e-ma-ra-am ù ú-nu-sú-ú a-ha-ma 3 GÍN KÙ.BABBAR a-na a-sà-nim ha-bu-ul,"All this is with Alpilī 10 minas of copper with the wife of Aššur-damiq of Tuhpiya, a donkey with its harness (and) separately 3 shekels of silver he owes to Asānum."
i-ṣé-er ú-ṣur-ša-a-šur DUMU a-ta-ta ah-ša-lim i-šu,Uṣur-ša-Aššur s. Atata owes Ah-šalim 1 mina 15 shekels refined silver.
iš-tù ha-muš-tim ša a-šur-ma-lik DUMU sú-kà-li-a a-na 12 ha-am-ša-tim i-ša-qal šu-ma la iš-qú-ul 1½ GÍN.TA a-na 1 ma-na-im i-na ITU.KAM ṣí-ib-tám,He will pay in 12 weeks from the hamuštim of Aššur-mālik s. Sukkallīya.
ú-ṣa-áb ITU.1.KAM hu-bu-ur li-mu-um a-šur-ma-lik DUMU a-lá-hi-im IGI PUZUR4-a-na DUMU en-nam-a-šur IGI a-la-hi-im DUMU šál-ma-a-šur,"If he does not pay (on time), he will add 1 ½ shekels per mina per month as interest. Month: Hubur."
e-lá-ma i-šu iš-tù ha-muš-tim ša DINGIR-na-da 1 GÍN.TA ṣí-ib-tám i ITU.1.KAM ú-ṣa-áb,Šumī-abiya owes Elamma ½ mina refined silver. He will pay 1 shekel interest per month from the hamuštum of Ilī-nādā.
a-na ku-li-a qí-bi-ma um-ma a-ba-ba-a-ma,"Say to Kuliya, thus says Ababaya:"
a-na ma-lá pì-i na-áš-pár-tí-kà pá-ni-tim 3 ma-na KÙ.BABBAR a-na e-na-na-tim a-dí-in,Exactly as your previous letter stated I have given 3 minas of silver to Ennānātum.
a-pu-tum mì-nu-um ša a-na e-na-na-at-a-šùr KÙ.BABBAR tù-ší-ru-ú,"Please, what is this, that you released silver to Ennānāt-Aššur?"
a-na lá-ni-šu ta-tí-ki-il5 lá É-tám lá ša-ra-am i-šu ú KÙ.BABBAR tù-ší-ir,"You put trust in his outward appearance, but he has neither house nor child and still you released the silver!"
a-pu-tum a-na me-ra um-mì-a-nim <gap>-be <gap> ma-na-ah-tí bur-IŠTAR ša-i-il5,"Please, to an independent trader <gap> as for my misery / expenses, ask Būr-Ištar (about it)."
mì-ma ša a-dí-nu-šu-i-ni a-na a-šur-ṣú-lu-li i-na ṭup-pì-im ša i-is-ku-ri-im lá-pu-ut,All I gave him for Aššur-ṣululī has been registered on a wax tablet.
a-pu-tum lá ta-ša-lá-aṭ ṭup-pá-am ša É bé-lúm-ba-ni na-áš-pár-ta-kà li-li-kam lu nu-šé-ṣí-šu,Please do no act highandedly. As for the tablet of/in the house of Bēlum-bāni - when your letter comes we will obtain its release.
a-ha-at-kà a-na a-bi-kà ma-da-tí-ma ta-ta-wu i-na li-bi a-bi-kà tù-šé-ṣa-kà lá ta-ša-lá-aṭ mì-ma lá ta-pá-lá-ah e-lá-nu-kà a-bu-kà,Your sister talks a lot to your father and she tries to make him forget you!
lá i-šu a-pu-tum a-ni-qí ša a-mu-tim <gap> ù KI.DU-ra-am a-šùr-ṣú-lu-li <gap> lu-ub-lam,"Do not act highhandedly, you have nothing to fear since your father has nobody but you. Please, the rings of meteoric iron let Aššur-ṣululī take them along to bring (them) to me."
KIŠIB a-ku-za DUMU šu-a-nim KIŠIB MAR.TU-ba-ni DUMU ma-na-na KIŠIB lá-qé-ep DUMU PUZUR4.IŠTAR,"Sealed by Akuza son of Šu-Anum, by Amurrum-bāni son of Manana, by Lā-qēp son of Puzur-Išhtar."
a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš-ki i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in i-tur4-DINGIR DUMU a-mur-IŠTAR tap-pá-i-ni,The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. Itūr-ilī son of Amur-Ištar was our (absent) partner.
i-na ITU.1.KAM ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb,per month he will add interest in conformity with the rule of the kārum.
ITU.KAM áb-ša-ra-ni li-mu-um ša qá-té a-bu-ša-lim DAM.GÀR DUMU ì-lí-a-lúm,"Month 5, the eponymy of the successor of Abu-šalim, the trader, son of Ilī-ālum."
KIŠIB a-mur-a-šùr DUMU da-dí-a KIŠIB <gap> DUMU ú-zu-bi4-iš-ki-im KIŠIB <gap> DUMU a-šùr-{d}UTU-ši <gap> i-ṣé-er <gap> DUMU a-šùr-{d}UTU-ši DAM.GÀR i-šu <gap> a-na <gap>,"Seal of Amur-Aššur, son of Dadiya, seal of <gap> son of Uzubiškum, seal of <gap> son of Aššur-šamši <gap>"
a-lá-hu-um i-šu iš-tù ITU.1.KAM hu-bu-ur a-na ITU.2.KAM i-ša-qal šu-ma lá iš-qú-ul ki-ma a-wa-at kà-ri-im ṣí-ib-tám,Iddin-abim s. Šū-Ištar owes Al-ahum 2 shekels gold. He will pay two months from the Month 6.
ú-ṣa-áb li-mu-um ṣí-lu-lu IGI e-lá-lí DUMU i-pí-li-is IGI bi-sá-a IGI bé-lúm-ba-ni DUMU a-šur-be-el-a-wa-tim,"If he does not pay (on time), he will add interest according to the rate of the colony."
a-na i-dí-ku-bi-im a-na-ah-ì-lí ú PUZUR4-a-šùr a-na a-na-ah-ì-lí qí-bi-ma um-ma ku-li-a-ma,"To Iddin-Kūbum, Anah-ilī, and Puzur-Aššur, especially to Anah-ilī, thus says Kuliya:"
1⅓ ma-na ú ṣí-ba-tí-šu KÙ.BABBAR a-na a-bu-ša-lim DUMU en-na-sú-in ha-bu-lá-tí-ma,"You owe to Abu-šalim, son of Ennam-Suen, 1 ⅓ mina of silver plus its accumulated interest."
