transliteration,translation
ma-na KÙ.BABBAR i-ṣé-er ma-aḫ-ší ša pu-nu-a ù ni-wa-aḫ-šu-šar ù ší-wa-na-la a-šùr-ma-lik i-šu,"The maḫši of Punuwa, Niwaḫšušar, and Šiwanala owe 1/3 minas silver to Aššur-mālik."
a-na qí-tí-ip ki-ra-nim i-ša-qú-lu,"They will pay at picking of the ""mother"" grapes."
šu-ma la iš-qú-lu 2 GÍN.TA ṣí-ib-tám i-na ITU.KAM ú-ṣú-bu,"If they do not pay, they will add interest at the rate of 2 shekels per month."
IGI en-um-a-šùr IGI PUZUR4-a-šùr IGI ḫa-pu-a-la,"Witnesses: Ennum-Aššur, Puzur-Aššur, Ḫappu-ala"
i-šu-ú,[Regarding the debt of ... that PN and PN] owe [PN].
iš-tù ḫa-mu-uš-tim ša a-šur-SIPA ù a-lá-<gap> 1 GÍN.TA i-na ITU.1.KAM a-na ma-na-im ú-ṣú-bu,They will add 1 shekel per mina per month from the ḫamuštum of Aššur-rēʾī and Al-a[...].
KÙ.BABBAR i qá-qá-ad šál-mì-šu-nu ra-ki-is,The silver is bound to whomever is solvent.
<gap> KÙ.BABBAR <gap>-tí ù <gap> ma-na 2 GÍN KÙ.BABBAR ša bu-zu-ta-a nu-ta-ar-šum ša 1 GÚ 4 ma-na AN.NA 6 ma-na,"... silver ... and x minas 2 shekels silver belonging to Buzutaya, we returned to him."
KÙ.BABBAR ša MI-li-IŠTAR ša 2 GÚ 1 ma-na AN.NA 5.66666 ma-na 8.66666 GÍN KÙ.BABBAR ša i-tur4-sú-en6 ša 2 GÚ AN.NA ša ì-lí-a-lim 8.33333 ma-na 7 GÍN ŠÀ.BA 16 GÍN ša sà-ri-dim nu-ṣa-ḫa-ar 17.5 GÍN,"From the 1 talent 4 minas tin, 6 minas silver belonging to Ṣilli-Ištar, from 2 talents 1 mina tin, 5 minas 48 2/3 shekels silver belonging to Itur-Suen; from 2 talents of tin from Ilī-ālum, 8 minas 27 shekels, within it 16 shekels for the driver we deducted."
i-ku-nu-um 0.33333 ma-na 1 GÍN ší-im ANŠE ma-nu-um-ba-lúm-a-šur 4.83333 ma-na LÁ 0.25 GÍN a-mur-IŠTAR 1 ma-na ša-lim-a-šùr iš-tù ša bu-zu-ta-a ù ša ì-lí-a-lim ṣa-ḫu-ru ŠU.NÍGIN,"17 1/2 shekels Ikūnum, 21 shekels, the price of a donkey, to Mannum-bālum-Aššur, 4 minas 49 3/4 shekels to Amur-Ištar, 1 mina to Šalim-Aššur, ... from the goods of Buzutaya and of Ilī-ālum we deducted."
39.33333 ma-na 5 GÍN KÙ.BABBAR pu-šu-ke-en6 ḫa-bu-ul 49 ku-ta-nu,"In total, Pūšu-kēn owes 39 minas 25 shekels."
É en-na-nim 5 ma-na AN.NA qá-tim iš-tí a-šùr-i-mì-tí 3 ku-ta-nu ša DAM.GÀR i-na qá-tí-šu mì-ma,"49 kutānum textiles in the house of Ennānum, 5 minas hand tin with Aššur-imittī, 3 kutānum textiles belonging to the merchant are in his account/share."
a-nim pu-šu-ke-en6 e-zi-ib,Pūšu-kēn left all this.
GÚ URUDU sà-ḫi-ra-am ša dur4-ḫu-mì-it i-na ṣé-er ma-ma-ḫi-ir DUMU a-mur-IŠTAR ša-lim-a-šur i-šu,Man-mahir s. Amur-Ištar owes 30 talents of sahhiru copper from Durḫumit to Šalim-Aššur.
i-na e-ra-bi4-šu-ma ITU.KAM i-lá-ak,"When he arrives, 1 month will pass."
KÙ.BABBAR a-na ša ki-ma šu-a-tí šu ú-šé-ba-lá-ma <gap> ki-ma <gap>-dí-ú URUDU i-ša-qal <gap> šu-ma lá ú-šé-bi4-lam-ma ki-ma,"He will send the silver to his representatives, and ... he will pay in copper."
a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb IGI en-na-sú-in IGI sà-li-a IGI a-šur-na-da IGI SIG5-pí-a-šur,"If he has not sent it (in time), he will pay interest in accordance with the rule of the colony."
i-ṣé-er a-šùr-ba-ni šu-lá-ba-an i-šu ITU.KAM áb-ša-ra-ni7 li-mu-um i-ku-pì-IŠTAR 1.5 GÍN.TA KÙ.BABBAR a-na 1 ma-na-e-em,Aššur-bāni owes Šū-Laban 1 2/3 minas refined silver.
ṣí-ib-tám ú-ṣa-áb,He will add 1 1/2 shekels silver per mina as interest.
IGI PUZUR4.IŠTAR IGI PUZUR4-sà-kà-ar,"Witnesses: Puzur-Ištar, Puzur-sakar."
iš-tù ḫa-muš-tim ša qá-tí a-šùr-mì-tí ù in-na-a ITU.KAM qá-ra-a-tim li-mu-um DUG-a-šur ṭup-pu-um ša a-gu5-a,"From the ḫamuštum after Aššur-imittī and Innāya, month of Qarrātum, eponymate of Ṭāb-Aššur."
i-lá-pá-at,Written on the tablet of Agua.
IGI a-da-da IGI a-šùr-ma-lik IGI DUG-ṣí-lá-a-šùr,"Witnesses: Adada, Aššur-mālik, Ṭāb-ṣilla-Aššur."
ma-na KÙ.BABBAR li-tí SIG5-tim i-ṣé-er šu-{d}EN.LÍL ù a-šur-ni-im-ri šu-lá-ba-an i-šu,Šū-Enlil and Aššur-nimrī owe Šū-Laban 1/2 mina fine quality silver.
iš-tù ḫa-mu-uš-tim ša pu-šu-ke-en6 ù a-šùr-ma-lik a-na 2 ITU.KAM i-ša-qú-lu,They will pay two months from the ḫamuštim of Pūšu-kēn and Aššur-mālik.
šu-ma lá iš-qú-lu ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣú-bu ITU.KAM te9-i-na-tim li-mu-um ku-bi4-a KÙ.BABBAR i qá-qá-ad šál-mì-šu-nu ra-ki-is IGI DU10-ṣí-lá-a-šùr IGI en-um-a-šùr,"If he does not pay (on time), he will add interest at the rate of the colony."
ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er ku-na-a PUZUR4-sú-en6 i-šu,Kunāya owes Puzur-Suen 11 minas refined silver.
iš-tù ḫa-mu-uš-tim ša en-na-nim ù ša-lim-a-šur a-na 40 ḫa-am-ša-tim i-ša-qal,He will pay 40 weeks from the ḫamuštum of Ennānum and Šalim-Aššur.
šu-ma lá iš-qú-ul 1.5 GÍN.TA i ITU.KAM a-na 1 ma-na-im ú-ṣa-áb,"If he does not pay (on time), he will add interest at the rate of 1 1/2 shekels per mina per month."
SAG ITU.KAM ku-zal-li li-mu-um ib-ni-{d}IŠKUR DUMU ba-qú-nim,"From the head of the month Kuzalli, eponymate of Ibni-Adad s. Baqqunum."
IGI PUZUR4-sa-du-e IGI ú-ṣú-ur-ša-a-šur DUMU a-gu5-a IGI a-šur-iš-ta-ki-il5,"Witnesses: Puzur-šaduʾe, Uṣur-ša-Aššur s. Agua, Aššuriš-takil."
um-ma kur-ub-IŠTAR-ma a-na a-šùr-na-da qí-bi-ma 2,From Kurub-Ištar to Aššur-nādā:
ma-na KÙ.BABBAR ni-is-ḫa-sú DIRI a-šùr-ba-ni ub-lam 15,"Aššur-bām brought me 2 minas of silver, its import duty added."
GÍN.TA 30 ma-na AN.NA áš-a-ma-kum ŠÀ.BA 2 ma-na AN.NA qá-tim a-na pí-lá-aḫ-IŠTAR a-dí-in 28,I bought for you 30 minas of tin at the rate 15:1; thereof I gave 2 minas of tin for  expenses to Pilah-Ištar.
ma-na AN.NA ku-nu-ki-a pí-lá-aḫ-IŠTAR na-áš-a-kum,Pilah-Ištar is on his way to you with 28 minas of tin under my seal.
ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er a-na-aḫ-DINGIR i-šu,Anaḫ-ilī owes 10 minas refined silver.
iš-tù ša-pá-tim ša kà-ší-im a-na 1 ma-na-im 2 GÍN.TA i-na ITU.1.KAM ú-ṣa-áb 12 ma-na KÙ.BABBAR ṣa-ru-pá-am a-šu-mì DUMU da-da-nim a-na ku-ra áš-qúl iš-tù ḫa-muš-tim ša a-šur-ba-ni ù en-ma-a-a 1.5 GÍN.TA a-na 1 ma-na-im i-na ITU.1.KAM ú-ṣa-áb 10 ma-na KÙ.BABBAR ṣa-ru-pu-um iš-tí šu-ku-bi-im wa-ar-ki-a ù-šé-ba-lam 10 ma-na KÙ.BABBAR ṣa-ru-pu-um 5 ma-na 16.5 GÍN KÙ.BABBAR <gap> i-ku-nim <gap> šu ù ba ru <gap> 8 ma-na KÙ.BABBAR ṣa-ru-pá-am <gap> ú a e <gap> 2 <gap> kà <gap> kà bi i il5-<gap> i-ta-ad-na-am a-na ší-a-ma-tim a-ší-e-šu 4 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er áš-qú-dí-a ù la-qé-ep i-šu iš-tù ḫa-mu-uš-tim ša ḫa-na-nim ù ša-lim-a-ḫi-im 1.5 GÍN.TA a-na 1 ma-na-im i-na ITU.KAM ú-ṣú-bu-ú ŠÀ.BA 2.5 ma-na KÙ.BABBAR i-na ṣí-ib-tí-a ur-ki 1.3333300000000001 ma-na KÙ.BABBAR ṣa-ru-pá-am iš-tí a-šur-GAL DUMU šu-ḫu-bur iš-tù ḫa-muš-tim ša šu-a-nim 1.5 GÍN.TA a-na 1 ma-na-im ú-ṣa-áb URUDU ù am-tám a-na ša-pá-ar-tim ú-kà-al 1 ma-na KÙ.BABBAR ù ṣí-ba-tù-šu iš-tí a-ḫa-na-ar-ší 0.66666 ma-na KÙ.BABBAR iš-tí PUZUR4.IŠTAR DUMU a-ta-a iš-tù ḫa-mu-uš-tim ša li-ba-a ú ì-lí-iš-tí-kál 0.75 GÍN.TA ú-ṣa-áb,He will add 2 shekels per mina per month (as interest) from the šapattim of kaššim.
ma-na 5.5 GÍN KÙ.BABBAR ša šé-ep aḫ-ša-lim ša a u4-me qú-ur-bu-tim ta-qí-pá-ni 58 ma-na 18.5 GÍN ša šé-ep pu-šu-ke-en6 28.33333 ma-na 7 GÍN ša lu-lu-ú DUMU zu-ku-ḫi-im 31.5 ma-na ša i-na tù-ur-ḫu-mì-it a-šùr-UTU-ši ú ḫi-na-a i-qí-pu-ni 5 ma-na ša a-mur-IŠTAR ša AN.NA-ki-a ta-áš-pu-ra-nim,"Regarding the 54 minas 45 1/2 shekels silver from the šēpum of Aḫ-šalim which you 'entrusted' on long terms, 58 minas 18 1/2 shekels from the šēpum of Pūšu-kēn, 28 minas 27 shekels from Lulu son of Zukuḫūm, 31 1/2 minas which Aššur-šamši and Ḫinnāya 'entrusted' in Durḫumit, 5 minas from Amur-Ištar for my tin, you (two) wrote me. "
um-ma a-tù-nu-ma ḫi-na-a i-ša-qá-al-šu ú té-er-tí-ni a-na ḫi-na-a i-ta-lá-ak ŠU.NÍGIN 2 GÚ 58 ma-na 1 GÍN,"You said, ""Ḫinnāya will pay it, and our message will go to him."""
ŠÀ 31 ma-na 15 GÍN 0.5 ma-na ša-du-a-sú šu-sú-en6 ú DUMU šu-a-šùr ub-lu-nim 20.83333,"Thereof, Šū-Suen and the son of Šū-Aššur brought me 31 minas 15 shekels--its "
ma-na 0.33333 ma-na ša-du-a-sú DUMU e-ra-a ub-lam 31,The son of Errāya brought me 20 5/6 minas--its 
ma-na 15 GÍN 0.5 ma-na ša-du-a-sú 2 ma-na a-ḫa-ma me-eḫ-ra-at TÚG.ḪI-tí-šu dan-a-šùr ub-lam 41.66666,Dān-Aššur brought me 31 minas 15 shekels--its šadduatum 1/2 mina-- (and) 2 minas separately - the corresponding amount to his textiles.
ma-na 0.66666 ma-na ša-du-a-sú ì-lí-a-lim ub-lam 18,Ilī-ālum brought me 41 2/3 minas--its 
ma-na 18 GÍN kur-ub-IŠTAR ub-lam,Kurub-Ištar brought me 18 minas 18 shekels.
ŠU.NÍGIN 2 GÚ 27 ma-na 18 GÍN KÙ.BABBAR ša ub-lu-ni-ni,Total: 147 minas 18 shekels silver which they brought me
ší-tí KÙ.BABBAR 30.33333 ma-na 3 GÍN ša u4-mu-šu e-tí-qú-ni,"The remainder of the silver is 30 minas 33 shekels, those whose terms are past"
ṣí-ib-tám lá ta-ša-me-a,Don't listen to the interest.
KÙ.BABBAR ša-áš-qí-lá-ma i pá-nim-ma šé-bi4-lá-nim ú a-ṣé-er ḫi-na-a šu-up-ra-ma KÙ.BABBAR ša áš-ra-kam-ma i-qí-pu-ni lu-šé-bi4-lam,Have the silver paid and send it to me immediately.
i-na ṭup-pì-ku-nu 7.5 ma-na 5.66666 GÍN KÙ.BABBAR ša šé-ep aḫ-ša-lim a-na u4-me pá-tí-ú-tim i-ṣé-er DAM.GÀR-ri na-dí 31,"In your (pl.) tablet (you said), ""7 minas 35 2/3 shekels silver from the shipment of Aḫ-šalim is placed on merchants on 'long' terms."
ma-na 18.5 GÍN ša šé-ep a-šùr-mu-ta-bi4-il5 ú nu-ur-IŠTAR šu-ma u4-mu-šu-nu ma-al-ú KÙ ša-áš-qí-lá-ma i pá-nim-ma šé-bi4-lá-nim,"As for the 31 minas 18 1/2 shekels silver (arising) from the shipment of Aššur-mutabbil and Nūr-Ištar, if their terms are full, have them pay the silver and send it immediately."
KÙ.BABBAR ša ì-lí-a-lim ú kur-ub-IŠTAR ub-lu-ni-ni mì-šu-um ṭup-pu-um ik-bi4-da-ku-nu-tí-ma,"As for the silver which Ili-ālim and Kurub-Ištar brought, why has the tablet become too heavy for you(pl.) (to send)?"
lá tù-še-bi4-lá-nim,Don't send that to me.
en-nam-a-šur ú-sà-num ú a-du-ma um-ma en-um-a-šur-ma 1 me-at 30 ma-na URUDU ša me-tum ḫa-am-šat É kà-ri-im qá-ti PUZUR4-a-šur al-qé 40,"To ... Ennam-Aššur, Usānum, and Addu, from Ennum-Aššur."
ma-na URUDU ša me-tum ḫa-am-šat qá-at-kà al-qé 1,"I took 40 minas weri-copper of the dead man, a fifth of your share."
me-at 80 ma-na.TA <gap> ší-im URUDU SIG5 ša É kà-ri-im a-mur-IŠTAR lá-áp-tù,Amur-Ištar is written down(subj.?) (for?) 180 minas as the price of the fine weri-copper at the colony office.
ŠÀ.BA 78 ma-na 15 GÍN a-na-ku al-qé 1,"Thereof, I myself took 78 minas 15 shekels."
me-at URUDU É kà-ri-im ší-im URUDU SIG5 ú-sà-num il-qé,"Usānum took 100 (minas) weri-copper at the colony office, the price of the fine copper."
URUDU-kà ša-bu-a-ti 1,You are satisfied with regard to your weri-copper.
me-at 50 ma-na URUDU ma-lá É kà-ri-im qá-at-kà al-ta-qé-ú a-na ú-sà-nim ú a-du a-dí-in ma-lá DAM.GÀR i sú-ḫu-pì-im <gap>-ší-kà É kà-ri-im <gap> a-šùr-ta-ak-lá-ku DUMU a-bu-ša-lim ub-lá-kum mì-ma i-na li-bi4-a <gap>-dí-šu i-na 2 me-at,"150 minas weri-copper, as much of your share in the colony office which I took, I gave to Usānum and Adu."
50 ma-na 18 ma-na a-du il5-qé,Addu took 18 minas from the 250 minas.
ì-lí-a-lúm i-šu,Abu-šalim owes Ilī-ālum 10 minas refined silver.
iš-tù ḫa-mu-uš-tim ša {d}a-šur-{d}UTU-ši a-na 15 ḫa-am-ša-tim i-ša-qal šu-ma la iš-qúl a-na 1 ma-na-im 1.5 GÍN.TA i ITU.1.KAM,He will pay 15 ḫamuštum weeks from the ḫamuštum of Aššur-Šamši.
ú-ṣa-áb IGI a-bi-a DUMU kà-na-a IGI e-dí-na-a DUMU a-bu-ša-lim,"If he does not pay (on time), he will add 1 1/2 shekels per mina per month as interest."
ma-na KÙ.BABBAR ni-is-ḫa-sú DIRI a-na a-šur-ba-áš-tí ap-qí-id,"I entrusted 5/6 minas silver, its excise added, to Aššur-baštī."
IGI ku-ṣí-a IGI a-mur-IŠTAR DUMU-i ba-lá 2,"Witnesses: Kuzīya, Amur-Ištar s. Bala."
ku-ta-nu KI ṭá-ba-a 3,2 kutānum textiles are with Ṭābāya.
GÍN KÙ.BABBAR a be-a-lim a-na ur-da-lá a-dí-in 5,I gave 3 shekels silver to Urdala for managing.
GÍN a-na be-a-lim a-na be-lá-nim 10,(I gave) 5 shekels to Bēlānum for management.
GÍN a be-a-lim a-na a-šur-ba-áš-tí a-wi-lúm i-dí-in 5,The man gave 10 shekels to Aššur-bāstī for management.
ma-na URUDU ší-kum KI i-dí-a-šur DUMU ḫa-am-ḫa-am-tim,5 minas poor quality copper is with Idī-Aššur s. Ḫamḫamtum.
IGI ku-ṣí-a 10,Witness: Kuzīya.
GÍN KÙ.BABBAR KI a-šur-mu-ta-bi4-il5 ni-a-im 4.5,10 shekels silver are with our Aššur-mutabbil.
ma-na KÙ.BABBAR a-na pu-šu-ke-en6 a-dí-in,I gave 4 1/2 minas silver to Pūšu-kēn.
IGI PUZUR4-a-šur IGI PUZUR4.SA.TU IGI e-nu-be-lim,"Witnesses: Puzur-Aššur, Puzur-saduʾe, Ennum-Bēlum."
IGI ṣi-lu-lu IGI a-šur-dan IGI i-ku-num,"Witnesses: Ṣilūlu, Aššur-dān, Ikūnum."
um-ma a-šùr-i-dí-ma a-na a-šùr-na-da qí-bi-ma,From Aššur-idī to Aššur-nādā:
mì-šu ša ta-áš-pu-ra-ni um-ma a-ta-ma i-na KÙ.BABBAR-kà ni-kà-sí-a a-ša-qal,"Why have you written to me as follows: ""I shall pay my accounts with your silver."
pá-kà ta-dí-nam,"You gave me your word."""
pá-i ú-la a-dí-na-kum,I did not give you my word!
ù tù-sà-li-a-ma IGI a-šùr-ka-ší-id 20 {TÚG}ku-ta-ni a-qí-ša-kum,"However, you begged me, so with Aššur-kāšid as witness I gave you a gift of 20"
iš-tù a-wa-tù-ni gám-ra-ni lu i-ší-im TÚG.ḪI-tí lu i-ší-im ANŠE.ḪI.A KÙ.BABBAR pá-ni-a-ma 10 ma-na šé-bi-lá-ma 2 GÚ AN.NA la-áš-a-ma lu-šé-bi-la-ku-ma né-ma-al-šu a-ku-kúl,"Since our affairs are concluded, you must send me at least ten minas of silver both from the proceeds of the textiles and from the proceeds of the donkeys, the first silver you may obtain, I shall then buy two talents of tin and send that to you, so you can enjoy the profit."
mì-ma i-na KÙ.BABBAR-pì-a la ta-kál,Do not use any of my silver!
li-ba-kà i-zi-iz,"If you wish, then stand!"
li-ba-kà la ta-za-az,"If you do not wish to, then don't stand."
me-ra-kà ú-ra-bi-ma um-ma šu-ut-ma lá a-bi a-ta,"I have raised your son, but he said to me: ""You are not my father."""
it-bi-a-ma i-tal-kam,He got up and left.
ù me-er-ú-wa-tí-kà ù-ra-bi-ma um-ma ší-na-ma la a-bu-ni a-ta,"Also your daughters have I raised, but they said:"
i-na ša-al-ší-ma u4-mì-im it-bi-a-ma i-tal-kà-ku-ma tí-ir-ta-kà lu i-de8,"Three days later they got up and left to go to you, so let me know what you think."
a-šur-GAL i-šu,Biradi owes Aššur-rabi 14 shekels silver.
iš-tù ḫa-mu-uš-tim ša a-šur-ma-lik ù en-na-sú-en6 a-na 10 ḫa-am-ša-tim i-ša-qal šu-ma lá iš-qú-ul ki-ma a-wa-at kà-ri-im ṣí-ib-tám,He will pay 10 weeks from the of Aššur-mālik and Enna-Suen.
ú-ṣa-áb ITU.KAM ša sà-ra-tim li-mu-um ša qá-tí a-šur-na-da,"If he does not pay (on time), he will add the colony rate as interest."
šu-ma lá-ma u4-mì-šu ḫa-ra-nam i-ta-ra-aṣ i-na ku-ru-mì-tí-šu KÙ.BABBAR i-ṣa-ḫe-er,"If he leaves town (lit. stretches out the road) before his term, he will deduct the silver from his sustenance allowance."
IGI a-šur-GAL IGI PUZUR4-a-šur,"Wintesses: Aššur-rabi, Puzur-Aššur."
um-ma ḫi-na-a-ma a-na pu-šu-ke-en qí-bi-ma,From Ḫinnāya to Pūšu-kēn:
a-na-kam-ma a-ta-wa-ku-um,"Here, I have spoken for you."
i-na ni-kà-sí šu-ḫu-ut,It is deposited in my account.
iš-tù té-er-tí iš-tí ša ki-ma i-a-tí i-ba-ší-ú a-na ša-ni-ú-tum ni-kà-sí a-ša-qal,"After my shipment is with my representatives, I will make accountings a second time."
ú té-er-tí za-ku-tám lá a-ša-me,And I do not hear the full report.
šu-ma ša-du-e-tí i-ḫa-i-ṭù ki-ma té-er-tí pá-ni-at-ni a-wa-tim ta-e-er 4,"If my šadueti is ḫiatu, when my previous messages, matter."
GÚ AN.NA ù it-ra-sú ša ILLAT-at a-šur-ta-ak-lá-ku e-lá-ma a-šur-na-da ú qar-wi-a il5-qé-ú 6,"Elama, Aššur-nādā, and Qarwiya took the 4 talents tin and its tithe from the caravan of Aššur-taklāku."
GÍN.TA a-na AN.NA-ki-a ú-šé-bu-lu-nim,6 shekels rate for my tin they sent to me.
ú ṭup-pá-áš-nu ša té-er-tí-šu-nu ú-kà-al,"Now, I hold their instruction tablets."
ša 6 GÍN a-na AN.NA-ki-a lá i-ba-tù-qú,They must not pay less than a 6 shekel rate for my tin!
a-ḫi a-ta ki-ma ú-mu im-tí-du-ni-ni i-ḫi-id-ma KÙ.BABBAR ṣa-ru-pá-am ša-áš-qí-il5-šu-ma šé-bi4-lam,"My dear brother, because the days become many, take care to have them pay refined silver and send it to me."
ú a ša ki-ma i-a-tí a-na tur4-ḫu-mì-it ta-ḫi-tám šu-pu-ur-ma té-er-tí lu-za-ki-ú-nim-ma lu-šé-bi4-lu-nim,"Also, send tḫt to my representative to Durhumit so that they clear my instructions and send to me."
a-na KÙ.BABBAR 8 ma-na ša ú-ṣur-ša-a-šur a-na šu-nu-nu i-dí-nu,"For about 8 minas of silver, they sold the  the (goods) of Uṣur-ša-Aššur to Šū-Nunu."
šu-ma KÙ.BABBAR i-dí-in i ki-iš-dá-tí-šu 2 ma-na,"If he gave the silver, they should arrive it? "
KÙ.GI lu-ša-ki-lá-ni,Let him consume(?) 2 minas gold to me!
a-na DUMU i-sú-ri-ik qí-bi4-ma 8.66666,To the son of Issu-rīk:
ma-na KÙ.BABBAR ú ṣí-ba-sú ša iš-tù MU.5.ŠÈ lu-še-bi4-lam 16,Let him/me send  8 2/3 minas silver and its interst which ... 
GÍN KÙ.BABBAR ša ša-du-e-tim i li-bi4 a-mur-a-šur,16 shekels from the shipping charges is owed by Amur-Aššur.
um-ma šu-ut-ma a-na a-šur-dan a-dí-in,"He said, ""I gave it to Aššur-dān."""
a-ma-kam a-šur-dan lu-ša-zi-za-ku-um 1,Let him cause Aššur-dān to settle with you.
lu-bu-šu-um ma-sí-ú-um a-mur-a-šur na-áš-a-kum 5,Amur-Aššur brings you a masium garment.
TÚG DUMU dan-na-i-il5 2 TÚG SIG5 a-lá-ḫu-um a-ḫu-ú qar-wi-a na-áš-a-kum,"The son of Danna-il (Taqna-il?), Al-aḫum brother of Qarwiya brings you 2 fine textiles."
dí-šu-nu-ma KÙ.BABBAR-áp-šu-nu a-na dan-a-šur dí-in,Sell them and give their silver to Dān-Aššur.
ú a-ta i ra-mì-ni-kà ša ra-du-e-em ra-dí-ma i ma-qá-at té-er-tí-a KÙ.BABBAR-áp-kà li-qé,"And as for you, from my own funds add as much as you can and take the silver at the arrival of my instructions."
a ša ú-ṣur-ša-a-šur i-ḫi-id 1,Pay attention to the matter of Uṣur-ša-Aššur.
GÚ KÙ.BABBAR i-ta-áp-lá-ni,He repaid me a talent of silver. (?)
KIŠIB i-dí-a-bi4-im DUMU i-tur4-DINGIR,Seal of Idī-abum s. Itūr-ilī.
KIŠIB ú-nu-ba,Seal of Unuba
KIŠIB a-ší-a-at 15,Seal of Ašiat
ma-na URUDU ma-sí-a-am i-ṣé-er ú-nu-ba ú a-ší-a-at wa-ar-dí ša dan-a-šur lu-zi i-šu,"Unuba and Ašiat, servants of Dān-Aššur, owe Luzi 15 minas washed copper."
iš-tù ḫa-mu-uš-tim ša {d}MAR.TU-ba-ni ú a-šur-na-da a-na 4 ḫa-am-ša-tim i-ša-qú-lu,They will pay 22  ḫamuštum-weeks from the hamuštum of Amurrum-bāni and Aššur-nādā.
i-na áb-na-tí-ni i-ša-qú-lu,They will pay according to their weights.
šu-ma lá iš-qú-lu ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣú-bu,"If they do not pay, they will add interest according to the word of the colony."
ITU.KAM ḫu-bu-ur li-mu-um i-dí-a-bu-um,"Month Ḫubur, Year of Iddin-abum."
ša-lim-a-šùr šu-bé-lúm ù en-na-sú-in na-aṣ-bu-tù-ma um-ma šu-bé-lúm-ma a-na ša-lim-a-šùr,"While Šalim-Aššur, Šu-Bēlum, and Enna-Suen siezed eachother, Šu-Bēlum said to Šalim-Aššur:"
a-na mì-nim tù-kà-al-ni-a-tí,"""Why do you detain us?"" "
um-ma ša-lim-a-šur-ma a-na ḫu-bu-ul a-bi-ku-nu ša KÙ.BABBAR ú-ša-qí-lu ú-kà-al-ku-nu,"Šalim-Aššur answered: ""I detain you because of the debt of your father, for which I paid silver."""
um-ma šu-bé-lúm-ma a-na ki ma-ṣí KÙ.BABBAR tù-kà-al-ni-a-tí a-na 1 GÚ-at ù 2 GÚ KÙ.BABBAR tù-kà-al-ni-a-tí,"Šu-Bēlum asked: ""For how much silver do you detain us? Do you detain us for 1 talent or for 2 talents of silver?"" "
um-ma ša-lim-a-šur-ma lu 1 GÚ lu 2 GÚ a ma-lá ṭup-pí ḫa-ru-mu-tim ša a-na ḫu-bu-ul a-bi-ku-nu KÙ.BABBAR ú-ša-qí-lu ú-kà-al-ku-nu ù qá-dum ṣí-ib-tí-šu a-na 5 GÚ KÙ.BABBAR i-tù-ar,"Šalim-Aššur answered: ""I detain you for either 1 or 2 talents of silver according to the certified tablets, stating that I paid silver for the debt of your father. But including its interest it has become 5 talents of silver.""  "
šu-bé-lúm uz-na-tí-ni il5-pu-ut ša ni-iš a-lim{ki} ta-mu-ú lu-ú kà-i-lá,"Šu-Bēlum reminded us: ""Keep this in mind, what was sworn by an oath by the City."""
a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in,The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. 
IGI MAR.TU-ba-ni IGI šu-ku-bi-im,"Witnessed by Amurrum-bāni, by Šu-Kūbum. "
um-ma ša-lim-a-ḫu-um-ma a-na la-qé-pí-im {m}ì-lí-a-lim ù pu-šu-ke-en6 qí-bi-ma,"Thus Šalim-aḫum to Lā-qēpum, Ilī-ālum, and Pūšu-kēn: "
u4-mu-ú DAM.GÀR-ri-a ša i-na kà-ni-iš ta-qí-pá-ni ma-al-ú,The term period of the merchants to whom you sold goods on credit is full.
iḫ-da-ma DAM.GÀR-ri KÙ.BABBAR ša-áš-qí-lá-ma ku-un-kà-ma i-na pá-nim-ma šé-bi-lá-nim,Take care to cause the merchants to pay and seal and send it to me immediately.
{m}dan-a-šùr ù a-ḫu-šu ṭur4-da-nim,Dispatch Dān-Aššur and his brother to me.
i-na DAM.GÀR ša u4-mu-šu e-tí-qú-ni KÙ.BABBAR ú ṣí-ba-sú ša-áš-qí-la,"From the merchant whose term has expired, make him pay the silver and its interest."
la ta-ša-me-a,Don't listen (to the interest).
šu-ma la ILLAT-at la-qé-pí-im lu-qú-ti ša ta-qí-pá-ni u4-mu-ú DAM.GÀR-ri šu-nu-tí a-ḫu-ru-ni ša mì-ma DAM.GÀR-ri-a u4-mu-šu-nu ma-al-ú 10.5 ma-na KÙ.BABBAR ša me-er-e a-šur-UTU-ši DUMU ib-ni-ì-lí,"Except for the caravan of Lā-qēpum, the goods which you sold on credit, the terms of my merchants, those which are past due, they are past are due"
ša ki-ma šu-nu-tí la-qé-pá-am e-pu-lu 21 ma-na ša ḫi-na-a i-na tur4-ḫu-mì-it i-qí-pu-ni,"10 1/2 minas silver of the sons of Aššur-šamšī son of Ibni-ilī, their representatitves will balance Lā-qēpum."
u4-mu-šu-nu ma-al-ú,"21 minas (silver) which Ḫinnaya extended as credit in Durḫumit, their terms are full."
te9-er-ta-ku-nu a-na li-li-ik,Let your report come.
